roi_id,site_id,soil,mesquite,pixel_size
r-927,NORT,1,0,1
r-928,NORT,0,1,1
r-929,NORT,1,0,1
r-930,NORT,0.57,0.43,1
r-931,NORT,0.917,0.083,1
r-932,NORT,1,0,1
r-933,NORT,0.686,0.314,1
r-934,NORT,0.926,0.074,1
r-935,NORT,0.934,0.066,1
r-936,NORT,0,1,1
r-937,NORT,1,0,1
r-938,NORT,1,0,1
r-939,NORT,0.636,0.364,1
r-940,NORT,1,0,1
r-941,NORT,0.025,0.975,1
r-942,NORT,1,0,1
r-943,NORT,0.264,0.736,1
r-944,NORT,0.959,0.041,1
r-945,NORT,1,0,1
r-946,NORT,0.157,0.843,1
r-947,NORT,0.793,0.207,1
r-948,NORT,1,0,1
r-949,NORT,1,0,1
r-950,NORT,0.661,0.339,1
r-951,NORT,1,0,1
r-952,NORT,0.975,0.025,1
r-953,NORT,1,0,1
r-954,NORT,1,0,1
r-955,NORT,1,0,1
r-956,NORT,1,0,1
r-957,NORT,1,0,1
r-958,NORT,0.554,0.446,1
r-959,NORT,0.653,0.347,1
r-960,NORT,1,0,1
r-961,NORT,1,0,1
r-962,NORT,1,0,1
r-963,NORT,1,0,1
r-964,NORT,0.992,0.008,1
r-965,NORT,0.653,0.347,1
r-966,NORT,0,1,1
r-967,NORT,0,1,1
r-968,NORT,0.273,0.727,1
r-969,NORT,1,0,1
r-970,NORT,0.876,0.124,1
r-971,NORT,0,1,1
r-972,NORT,1,0,1
r-973,NORT,1,0,1
r-974,NORT,1,0,1
r-975,NORT,0.264,0.736,1
r-976,NORT,1,0,1
r-977,NORT,0.074,0.926,1
r-978,NORT,0,1,1
r-979,NORT,1,0,1
r-980,NORT,0.992,0.008,1
r-981,NORT,1,0,1
r-982,NORT,0.281,0.719,1
r-983,NORT,1,0,1
r-984,NORT,0.05,0.95,1
r-985,NORT,1,0,1
r-986,NORT,1,0,1
r-987,NORT,0,1,1
r-988,NORT,0.909,0.091,1
r-989,NORT,0,1,1
r-991,NORT,1,0,1
r-992,NORT,0,1,1
r-993,NORT,1,0,1
r-994,NORT,0.033,0.967,1
r-995,NORT,0,1,1
r-996,NORT,0.248,0.752,1
r-997,NORT,0.149,0.851,1
r-998,NORT,0.942,0.058,1
r-999,NORT,0.653,0.347,1
r-1000,NORT,1,0,1
r-1001,NORT,1,0,1
r-1002,NORT,1,0,1
r-1003,NORT,1,0,1
r-1004,NORT,0.05,0.95,1
r-1005,NORT,1,0,1
r-1006,NORT,1,0,1
r-1007,NORT,1,0,1
r-1008,NORT,0.008,0.992,1
r-1009,NORT,0.066,0.934,1
r-1010,NORT,1,0,1
r-1011,NORT,1,0,1
r-1012,NORT,0,1,1
r-1013,NORT,1,0,1
r-1014,NORT,1,0,1
r-1015,NORT,0.24,0.76,1
r-1016,NORT,1,0,1
r-1017,NORT,1,0,1
r-1018,NORT,1,0,1
r-1019,NORT,1,0,1
r-1020,NORT,1,0,1
r-1021,NORT,1,0,1
r-1022,NORT,1,0,1
r-1023,NORT,0.091,0.909,1
r-1024,NORT,1,0,1
r-1025,NORT,1,0,1
r-1026,NORT,0,1,1
r-1027,NORT,0,1,1
r-1028,NORT,1,0,1
r-1029,NORT,1,0,1
r-1030,NORT,1,0,1
r-1031,NORT,1,0,1
r-1032,NORT,1,0,1
r-1033,NORT,1,0,1
r-1034,NORT,1,0,1
r-1035,NORT,0.033,0.967,1
r-1036,NORT,1,0,1
r-1037,NORT,0,1,1
r-1038,NORT,0.331,0.669,1
r-1039,NORT,0.223,0.777,1
r-1040,NORT,1,0,1
r-1041,NORT,1,0,1
r-1042,NORT,1,0,1
r-1043,NORT,0.504,0.496,1
r-1044,NORT,1,0,1
r-1045,NORT,1,0,1
r-1046,NORT,0,1,1
r-1047,NORT,1,0,1
r-1049,NORT,1,0,1
r-1050,NORT,1,0,1
r-1051,NORT,0.884,0.116,1
r-1052,NORT,1,0,1
r-1053,NORT,1,0,1
r-1054,NORT,0,1,1
r-1055,NORT,1,0,1
r-1056,NORT,1,0,1
r-1057,NORT,1,0,1
r-1058,NORT,1,0,1
r-1059,NORT,1,0,1
r-1060,NORT,0.033,0.967,1
r-1061,NORT,1,0,1
r-1062,NORT,0,1,1
r-1063,NORT,0,1,1
r-1064,NORT,1,0,1
r-1065,NORT,0.636,0.364,1
r-1066,NORT,0.959,0.041,1
r-1067,NORT,1,0,1
r-1068,NORT,1,0,1
r-1069,NORT,1,0,1
r-1070,NORT,0.455,0.545,1
r-1071,NORT,0.934,0.066,1
r-1072,NORT,0.215,0.785,1
r-1073,NORT,0.917,0.083,1
r-1074,NORT,1,0,1
r-1075,NORT,0.959,0.041,1
r-1076,NORT,1,0,1
r-1077,NORT,1,0,1
r-1078,NORT,1,0,1
r-1079,NORT,0.132,0.868,1
r-1080,NORT,1,0,1
r-1081,NORT,1,0,1
r-1082,NORT,1,0,1
r-1083,NORT,1,0,1
r-1084,NORT,1,0,1
r-1085,NORT,1,0,1
r-1086,NORT,1,0,1
r-1087,NORT,1,0,1
r-1088,NORT,1,0,1
r-1089,NORT,1,0,1
r-1090,NORT,1,0,1
r-1091,NORT,0.347,0.653,1
r-1092,NORT,0.364,0.636,1
r-1093,NORT,1,0,1
r-1094,NORT,1,0,1
r-1095,NORT,1,0,1
r-1096,NORT,0,1,1
r-1097,NORT,0.182,0.818,1
r-1098,NORT,0.025,0.975,1
r-1099,NORT,1,0,1
r-1100,NORT,1,0,1
r-1101,NORT,1,0,1
r-1102,NORT,0,1,1
r-1103,NORT,1,0,1
r-1104,NORT,1,0,1
r-1105,NORT,1,0,1
r-1106,NORT,0,1,1
r-1107,NORT,1,0,1
r-1108,NORT,0,1,1
r-1110,NORT,1,0,1
r-1111,NORT,1,0,1
r-1112,NORT,0,1,1
r-1113,NORT,1,0,1
r-1114,NORT,1,0,1
r-1115,NORT,0,1,1
r-1116,NORT,1,0,1
r-1117,NORT,1,0,1
r-1118,NORT,0,1,1
r-1119,NORT,1,0,1
r-1120,NORT,1,0,1
r-1121,NORT,1,0,1
r-1122,NORT,1,0,1
r-1123,NORT,1,0,1
r-1124,NORT,1,0,1
r-1125,NORT,1,0,1
r-1126,NORT,1,0,1
r-1127,NORT,0.669,0.331,1
r-1128,NORT,0,1,1
r-1129,NORT,0.298,0.702,1
r-1130,NORT,1,0,1
r-1131,NORT,0.802,0.198,1
r-1132,NORT,0.595,0.405,1
r-1133,NORT,0,1,1
r-1134,NORT,1,0,1
r-1135,NORT,1,0,1
r-1136,NORT,0.157,0.843,1
r-1137,NORT,1,0,1
r-1138,NORT,0.661,0.339,1
r-1139,NORT,0.694,0.306,1
r-1140,NORT,0,1,1
r-1141,NORT,1,0,1
r-1142,NORT,1,0,1
r-1143,NORT,0.793,0.207,1
r-1144,NORT,1,0,1
r-1145,NORT,1,0,1
r-1146,NORT,1,0,1
r-1147,NORT,0.595,0.405,1
r-1148,NORT,0.926,0.074,1
r-1149,NORT,0.43,0.57,1
r-1150,NORT,1,0,1
r-1151,NORT,1,0,1
r-1152,NORT,1,0,1
r-1153,NORT,1,0,1
r-1154,NORT,1,0,1
r-1155,NORT,0.207,0.793,1
r-1156,NORT,1,0,1
r-1157,NORT,1,0,1
r-1158,NORT,0,1,1
r-1159,NORT,0.992,0.008,1
r-1160,NORT,1,0,1
r-1161,NORT,0,1,1
r-1162,NORT,1,0,1
r-1163,NORT,0,1,1
r-1164,NORT,0.785,0.215,1
r-1165,NORT,0.165,0.835,1
r-1166,NORT,1,0,1
r-1167,NORT,1,0,1
r-1168,NORT,1,0,1
r-1169,NORT,0.81,0.19,1
r-1170,NORT,1,0,1
r-1171,NORT,1,0,1
r-1172,NORT,1,0,1
r-1173,NORT,0,1,1
r-1174,NORT,1,0,1
r-1175,NORT,1,0,1
r-1176,NORT,1,0,1
r-1177,NORT,1,0,1
r-1178,NORT,0,1,1
r-1179,NORT,1,0,1
r-1180,NORT,1,0,1
r-1181,NORT,1,0,1
r-1182,NORT,1,0,1
r-1183,NORT,1,0,1
r-1184,NORT,1,0,1
r-1185,NORT,0,1,1
r-1186,NORT,0,1,1
r-1187,NORT,1,0,1
r-1188,NORT,1,0,1
r-1189,NORT,0,1,1
r-1190,NORT,1,0,1
r-1191,NORT,0,1,1
r-1192,NORT,0.256,0.744,1
r-1193,NORT,1,0,1
r-1194,NORT,0,1,1
r-1195,NORT,1,0,1
r-1196,NORT,1,0,1
r-1197,NORT,0.975,0.025,1
r-1198,NORT,0.777,0.223,1
r-1199,NORT,1,0,1
r-1200,NORT,1,0,1
r-1201,NORT,1,0,1
r-1202,NORT,1,0,1
r-1203,NORT,1,0,1
r-1204,NORT,0,1,1
r-1205,NORT,1,0,1
r-1206,NORT,0.909,0.091,1
r-1207,NORT,0,1,1
r-1208,NORT,0.521,0.479,1
r-1209,NORT,1,0,1
r-1210,NORT,1,0,1
r-1211,NORT,1,0,1
r-1212,NORT,0.041,0.959,1
r-1213,NORT,1,0,1
r-1214,NORT,1,0,1
r-1215,NORT,0,1,1
r-1216,NORT,1,0,1
r-1217,NORT,1,0,1
r-1218,NORT,1,0,1
r-1219,NORT,0.438,0.562,1
r-1220,NORT,0.686,0.314,1
r-1221,NORT,1,0,1
r-1222,NORT,1,0,1
r-1223,NORT,1,0,1
r-1224,NORT,0.793,0.207,1
r-1225,NORT,1,0,1
r-1226,NORT,0.826,0.174,1
r-1227,NORT,0,1,1
r-1228,NORT,1,0,1
r-1229,NORT,0.124,0.876,1
r-1230,NORT,0,1,1
r-1231,NORT,0,1,1
r-1232,NORT,1,0,1
r-1233,NORT,1,0,1
r-1234,NORT,0,1,1
r-1235,NORT,1,0,1
r-1236,NORT,1,0,1
r-1237,NORT,1,0,1
r-1238,NORT,0.727,0.273,1
r-1239,NORT,0,1,1
r-1240,NORT,0.083,0.917,1
r-1241,NORT,1,0,1
r-1242,NORT,0,1,1
r-1243,NORT,1,0,1
r-1244,NORT,1,0,1
r-1245,NORT,1,0,1
r-1246,NORT,0.446,0.554,1
r-1247,NORT,0.372,0.628,1
r-1248,NORT,0,1,1
r-1249,NORT,0,1,1
r-1250,NORT,1,0,1
r-1251,NORT,0,1,1
r-1252,NORT,1,0,1
r-1253,NORT,1,0,1
r-1254,NORT,0,1,1
r-1255,NORT,1,0,1
r-1256,NORT,0,1,1
r-1257,NORT,0.298,0.702,1
r-1258,NORT,1,0,1
r-1259,NORT,1,0,1
r-1260,NORT,1,0,1
r-1261,NORT,1,0,1
r-1262,NORT,0.083,0.917,1
r-1263,NORT,0.14,0.86,1
r-1264,NORT,0,1,1
r-1265,NORT,1,0,1
r-1266,NORT,1,0,1
r-1267,NORT,1,0,1
r-1268,NORT,1,0,1
r-1269,NORT,1,0,1
r-1270,NORT,0.719,0.281,1
r-1271,NORT,0.769,0.231,1
r-1272,NORT,0,1,1
r-1273,NORT,1,0,1
r-1274,NORT,0.298,0.702,1
r-1275,NORT,0.835,0.165,1
r-1276,NORT,0.207,0.793,1
r-1277,NORT,0,1,1
r-1278,NORT,0,1,1
r-1279,NORT,1,0,1
r-1280,NORT,1,0,1
r-1281,NORT,0,1,1
r-1282,NORT,0.959,0.041,1
r-1283,NORT,1,0,1
r-1284,NORT,1,0,1
r-1285,NORT,1,0,1
r-1286,NORT,0.306,0.694,1
r-1287,NORT,0,1,1
r-1288,NORT,1,0,1
r-1289,NORT,1,0,1
r-1290,NORT,0.504,0.496,1
r-1291,NORT,1,0,1
r-1292,NORT,0,1,1
r-1293,NORT,1,0,1
r-1294,NORT,0.595,0.405,1
r-1295,NORT,1,0,1
r-1296,NORT,1,0,1
r-1297,NORT,0,1,1
r-1298,NORT,1,0,1
r-1299,NORT,1,0,1
r-1300,NORT,0,1,1
r-1301,NORT,0.099,0.901,1
r-1302,NORT,1,0,1
r-1303,NORT,1,0,1
r-1304,NORT,0,1,1
r-1305,NORT,1,0,1
r-1306,NORT,0,1,1
r-1307,NORT,1,0,1
r-1308,NORT,1,0,1
r-1309,NORT,1,0,1
r-1310,NORT,0.992,0.008,1
r-1311,NORT,1,0,1
r-1312,NORT,0.008,0.992,1
r-1313,NORT,0.777,0.223,1
r-1314,NORT,1,0,1
r-1315,NORT,1,0,1
r-1316,NORT,1,0,1
r-1317,NORT,1,0,1
r-1318,NORT,1,0,1
r-1319,NORT,1,0,1
r-1320,NORT,0.554,0.446,1
r-1321,NORT,0.281,0.719,1
r-1322,NORT,0.694,0.306,1
r-1323,NORT,1,0,1
r-1324,NORT,1,0,1
r-1325,NORT,1,0,1
r-1326,NORT,1,0,1
r-1327,NORT,0.81,0.19,1
r-1328,NORT,0,1,1
r-1329,NORT,1,0,1
r-1330,NORT,1,0,1
r-1331,NORT,1,0,1
r-1332,NORT,0.81,0.19,1
r-1333,NORT,1,0,1
r-1334,NORT,0.074,0.926,1
r-1335,NORT,0,1,1
r-1336,NORT,1,0,1
r-1337,NORT,1,0,1
r-1338,NORT,1,0,1
r-1339,NORT,1,0,1
r-1340,NORT,0.843,0.157,1
r-1341,NORT,0,1,1
r-1342,NORT,1,0,1
r-1343,NORT,0.298,0.702,1
r-1344,NORT,1,0,1
r-1345,NORT,1,0,1
r-1346,NORT,0,1,1
r-1347,NORT,1,0,1
r-1348,NORT,0,1,1
r-1349,NORT,0.645,0.355,1
r-1350,NORT,1,0,1
r-1351,NORT,0.975,0.025,1
r-1352,NORT,0.826,0.174,1
r-1353,NORT,1,0,1
r-1354,NORT,1,0,1
r-1355,NORT,0.421,0.579,1
r-1356,NORT,1,0,1
r-1357,NORT,1,0,1
r-1358,NORT,0.372,0.628,1
r-1359,NORT,0,1,1
r-1360,NORT,1,0,1
r-1361,NORT,0.041,0.959,1
r-1362,NORT,0.388,0.612,1
r-1363,NORT,1,0,1
r-1364,NORT,1,0,1
r-1365,NORT,0.579,0.421,1
r-1366,NORT,1,0,1
r-1367,NORT,1,0,1
r-1368,NORT,0.942,0.058,1
r-1369,NORT,0.992,0.008,1
r-1370,NORT,1,0,1
r-1371,NORT,0,1,1
r-1372,NORT,1,0,1
r-1373,NORT,0.157,0.843,1
r-1374,NORT,1,0,1
r-1375,NORT,0.744,0.256,1
r-1376,NORT,1,0,1
r-1377,NORT,0.95,0.05,1
r-1378,NORT,1,0,1
r-1379,NORT,0,1,1
r-1380,NORT,1,0,1
r-1381,NORT,1,0,1
r-1382,NORT,1,0,1
r-1383,NORT,1,0,1
r-1384,NORT,1,0,1
r-1385,NORT,0,1,1
r-1386,NORT,0.347,0.653,1
r-1387,NORT,1,0,1
r-1388,NORT,0,1,1
r-1389,NORT,1,0,1
r-1390,NORT,1,0,1
r-1391,NORT,1,0,1
r-1392,NORT,0,1,1
r-1393,NORT,0.512,0.488,1
r-1394,NORT,0.38,0.62,1
r-1395,NORT,1,0,1
r-1396,NORT,1,0,1
r-1397,NORT,1,0,1
r-1398,NORT,1,0,1
r-1399,NORT,0,1,1
r-1400,NORT,0.289,0.711,1
r-1401,NORT,0.81,0.19,1
r-1402,NORT,0,1,1
r-1403,NORT,1,0,1
r-1404,NORT,0,1,1
r-1405,NORT,1,0,1
r-1406,NORT,1,0,1
r-1407,NORT,0,1,1
r-1408,NORT,1,0,1
r-1409,NORT,0.876,0.124,1
r-1410,NORT,0,1,1
r-1411,NORT,0.083,0.917,1
r-1412,NORT,0,1,1
r-1413,NORT,1,0,1
r-1414,NORT,1,0,1
r-1415,NORT,1,0,1
r-1416,NORT,1,0,1
r-1417,NORT,1,0,1
r-1418,NORT,0.14,0.86,1
r-1419,NORT,1,0,1
r-1420,NORT,0.934,0.066,1
r-1421,NORT,1,0,1
r-1422,NORT,1,0,1
r-1423,NORT,1,0,1
r-1424,NORT,0.983,0.017,1
r-1425,NORT,0.446,0.554,1
r-1426,NORT,1,0,1
r-1427,NORT,0,1,1
r-1428,NORT,1,0,1
r-1429,NORT,1,0,1
r-1430,NORT,0,1,1
r-1431,NORT,1,0,1
r-1432,NORT,0.719,0.281,1
r-1433,NORT,1,0,1
r-1434,NORT,1,0,1
r-1435,NORT,1,0,1
r-1436,NORT,1,0,1
r-1437,NORT,1,0,1
r-1438,NORT,1,0,1
r-1439,NORT,1,0,1
r-1440,NORT,0.95,0.05,1
r-1441,NORT,0,1,1
r-1442,NORT,1,0,1
r-1443,NORT,0,1,1
r-1444,NORT,1,0,1
r-1445,NORT,0.215,0.785,1
r-1446,NORT,0.992,0.008,1
r-1447,NORT,0.653,0.347,1
r-1448,NORT,1,0,1
r-1449,NORT,1,0,1
r-1450,NORT,1,0,1
r-1451,NORT,0,1,1
r-1452,NORT,0.231,0.769,1
r-1453,NORT,1,0,1
r-1454,NORT,1,0,1
r-1455,NORT,0.256,0.744,1
r-1456,NORT,1,0,1
r-1457,NORT,1,0,1
r-1458,NORT,1,0,1
r-1459,NORT,1,0,1
r-1460,NORT,1,0,1
r-1461,NORT,1,0,1
r-1462,NORT,1,0,1
r-1463,NORT,0.678,0.322,1
r-1464,NORT,1,0,1
r-1465,NORT,1,0,1
r-1466,NORT,0,1,1
r-1467,NORT,0,1,1
r-1468,NORT,1,0,1
r-1469,NORT,1,0,1
r-1470,NORT,1,0,1
r-1471,NORT,1,0,1
r-1472,NORT,0.091,0.909,1
r-1473,NORT,1,0,1
r-1474,NORT,1,0,1
r-1475,NORT,1,0,1
r-1476,NORT,1,0,1
r-1477,NORT,0.231,0.769,1
r-1478,NORT,1,0,1
r-1479,NORT,0,1,1
r-1480,NORT,0,1,1
r-1481,NORT,1,0,1
r-1482,NORT,1,0,1
r-1483,NORT,1,0,1
r-1484,NORT,1,0,1
r-1485,NORT,1,0,1
r-1486,NORT,1,0,1
r-1487,NORT,0,1,1
r-1488,NORT,0,1,1
r-1489,NORT,0.636,0.364,1
r-1490,NORT,1,0,1
r-1491,NORT,1,0,1
r-1492,NORT,0,1,1
r-1493,NORT,1,0,1
r-1494,NORT,1,0,1
r-1495,NORT,1,0,1
r-1496,NORT,0.876,0.124,1
r-1497,NORT,1,0,1
r-1498,NORT,1,0,1
r-1499,NORT,0.488,0.512,1
r-1500,NORT,0,1,1
r-1501,NORT,0.05,0.95,1
r-1502,NORT,1,0,1
r-1503,NORT,1,0,1
r-1504,NORT,1,0,1
r-1505,NORT,1,0,1
r-1506,NORT,0,1,1
r-1507,NORT,0,1,1
r-1508,NORT,1,0,1
r-1509,NORT,0.066,0.934,1
r-1510,NORT,0.57,0.43,1
r-1511,NORT,0,1,1
r-1512,NORT,1,0,1
r-1513,NORT,1,0,1
r-1514,NORT,1,0,1
r-1515,NORT,1,0,1
r-1516,NORT,1,0,1
r-1517,NORT,0.851,0.149,1
r-1518,NORT,1,0,1
r-1519,NORT,1,0,1
r-1520,NORT,0.025,0.975,1
r-1521,NORT,1,0,1
r-1522,NORT,0,1,1
r-1523,NORT,0,1,1
r-1524,NORT,0,1,1
r-1525,NORT,0,1,1
r-1526,NORT,0,1,1
r-1527,NORT,0,1,1
r-1528,NORT,1,0,1
r-1529,NORT,0,1,1
r-1530,NORT,0.107,0.893,1
r-1531,NORT,0.182,0.818,1
r-1532,NORT,0,1,1
r-1533,NORT,1,0,1
r-1534,NORT,0,1,1
r-1535,NORT,1,0,1
r-1536,NORT,0.612,0.388,1
r-1537,NORT,0.43,0.57,1
r-1538,NORT,0.835,0.165,1
r-1539,NORT,0.884,0.116,1
r-1540,NORT,1,0,1
r-1541,NORT,1,0,1
r-1542,NORT,1,0,1
r-1543,NORT,1,0,1
r-1544,NORT,0.57,0.43,1
r-1545,NORT,1,0,1
r-1546,NORT,0,1,1
r-1547,NORT,1,0,1
r-1548,NORT,0,1,1
r-1549,NORT,0,1,1
r-1550,NORT,0,1,1
r-1551,NORT,0,1,1
r-1552,NORT,0,1,1
r-1553,NORT,1,0,1
r-1554,NORT,0.033,0.967,1
r-1555,NORT,1,0,1
r-1556,NORT,0,1,1
r-1557,NORT,1,0,1
r-1558,NORT,0,1,1
r-1559,NORT,1,0,1
r-1560,NORT,1,0,1
r-1561,NORT,1,0,1
r-1562,NORT,0.091,0.909,1
r-1563,NORT,0.909,0.091,1
r-1564,NORT,1,0,1
r-1565,NORT,1,0,1
r-1566,NORT,0,1,1
r-1567,NORT,0,1,1
r-1568,NORT,0.017,0.983,1
r-1569,NORT,1,0,1
r-1570,NORT,1,0,1
r-1571,NORT,1,0,1
r-1572,NORT,1,0,1
r-1573,NORT,1,0,1
r-1574,NORT,1,0,1
r-1575,NORT,1,0,1
r-1576,NORT,1,0,1
r-1577,NORT,0.587,0.413,1
r-1578,NORT,0.983,0.017,1
r-1579,NORT,1,0,1
r-1580,NORT,1,0,1
r-1581,NORT,0.24,0.76,1
r-1582,NORT,1,0,1
r-1583,NORT,1,0,1
r-1584,NORT,1,0,1
r-1585,NORT,1,0,1
r-1586,NORT,1,0,1
r-1587,NORT,0.711,0.289,1
r-1588,NORT,0,1,1
r-1589,NORT,0.752,0.248,1
r-1590,NORT,1,0,1
r-1591,NORT,0.57,0.43,1
r-1592,NORT,0.281,0.719,1
r-1593,NORT,1,0,1
r-1594,NORT,1,0,1
r-1595,NORT,0.529,0.471,1
r-1596,NORT,0,1,1
r-1597,NORT,0.95,0.05,1
r-1598,NORT,1,0,1
r-1599,NORT,0.612,0.388,1
r-1600,NORT,1,0,1
r-1601,NORT,0.14,0.86,1
r-1602,NORT,0,1,1
r-1603,NORT,1,0,1
r-1604,NORT,0,1,1
r-1605,NORT,1,0,1
r-1606,NORT,0.917,0.083,1
r-1607,NORT,1,0,1
r-1608,NORT,0.364,0.636,1
r-1609,NORT,0,1,1
r-1610,NORT,0,1,1
r-1611,NORT,1,0,1
r-1612,NORT,0,1,1
r-1613,NORT,0.554,0.446,1
r-1614,NORT,1,0,1
r-1615,NORT,1,0,1
r-1616,NORT,0,1,1
r-1617,NORT,1,0,1
r-1618,NORT,0.628,0.372,1
r-1619,NORT,0.983,0.017,1
r-1620,NORT,1,0,1
r-1621,NORT,0,1,1
r-1622,NORT,0.942,0.058,1
r-1623,NORT,0,1,1
r-1624,NORT,0.463,0.537,1
r-1625,NORT,1,0,1
r-1626,NORT,0,1,1
r-1627,NORT,1,0,1
r-1628,NORT,1,0,1
r-1629,NORT,0.975,0.025,1
r-1630,NORT,1,0,1
r-1631,NORT,1,0,1
r-1632,NORT,1,0,1
r-1633,NORT,0.95,0.05,1
r-1634,NORT,1,0,1
r-1635,NORT,1,0,1
r-1636,NORT,0.248,0.752,1
r-1637,NORT,1,0,1
r-1638,NORT,0.521,0.479,1
r-1639,NORT,0,1,1
r-1640,NORT,0.934,0.066,1
r-1641,NORT,0.95,0.05,1
r-1642,NORT,1,0,1
r-1643,NORT,0.273,0.727,1
r-1644,NORT,1,0,1
r-1645,NORT,1,0,1
r-1646,NORT,1,0,1
r-1647,NORT,0.562,0.438,1
r-1648,NORT,0.975,0.025,1
r-1649,NORT,1,0,1
r-1650,NORT,1,0,1
r-1651,NORT,1,0,1
r-1652,NORT,1,0,1
r-1653,NORT,1,0,1
r-1654,NORT,0.86,0.14,1
r-1655,NORT,1,0,1
r-1656,NORT,1,0,1
r-1657,NORT,1,0,1
r-1658,NORT,0.917,0.083,1
r-1659,NORT,0.099,0.901,1
r-1660,NORT,1,0,1
r-1661,NORT,1,0,1
r-1662,NORT,1,0,1
r-1663,NORT,1,0,1
r-1664,NORT,1,0,1
r-1665,NORT,0.769,0.231,1
r-1666,NORT,1,0,1
r-1667,NORT,0.562,0.438,1
r-1668,NORT,1,0,1
r-1669,NORT,1,0,1
r-1670,NORT,0.562,0.438,1
r-1671,NORT,0.083,0.917,1
r-1672,NORT,0.281,0.719,1
r-1673,NORT,0,1,1
r-1674,NORT,1,0,1
r-1675,NORT,1,0,1
r-1676,NORT,0.058,0.942,1
r-1677,NORT,0.595,0.405,1
r-1678,NORT,1,0,1
r-1679,NORT,1,0,1
r-1680,NORT,1,0,1
r-1681,NORT,1,0,1
r-1682,NORT,1,0,1
r-1683,NORT,0,1,1
r-1684,NORT,0.248,0.752,1
r-1685,NORT,1,0,1
r-1686,NORT,0,1,1
r-1687,NORT,0.835,0.165,1
r-1688,NORT,0.628,0.372,1
r-1689,NORT,1,0,1
r-1690,NORT,0,1,1
r-1691,NORT,0,1,1
r-1692,NORT,1,0,1
r-1693,NORT,1,0,1
r-1694,NORT,1,0,1
r-1695,NORT,0,1,1
r-1696,NORT,0.884,0.116,1
r-1697,NORT,1,0,1
r-1698,NORT,1,0,1
r-1699,NORT,0.686,0.314,1
r-1700,NORT,1,0,1
r-1701,NORT,0.95,0.05,1
r-1702,NORT,0.612,0.388,1
r-1703,NORT,0,1,1
r-1704,NORT,1,0,1
r-1705,NORT,1,0,1
r-1706,NORT,1,0,1
r-1707,NORT,1,0,1
r-1708,NORT,0.959,0.041,1
r-1709,NORT,0.603,0.397,1
r-1710,NORT,1,0,1
r-1711,NORT,1,0,1
r-1712,NORT,0.157,0.843,1
r-1713,NORT,1,0,1
r-1714,NORT,1,0,1
r-1715,NORT,0,1,1
r-1716,NORT,1,0,1
r-1717,NORT,0.752,0.248,1
r-1718,NORT,1,0,1
r-1719,NORT,0.628,0.372,1
r-1720,NORT,0.05,0.95,1
r-1721,NORT,0,1,1
r-1722,NORT,1,0,1
r-1723,NORT,1,0,1
r-1724,NORT,1,0,1
r-1725,NORT,1,0,1
r-1726,NORT,0.95,0.05,1
r-1727,NORT,1,0,1
r-1728,NORT,0.264,0.736,1
r-1729,NORT,1,0,1
r-1730,NORT,1,0,1
r-1731,NORT,0.397,0.603,1
r-1732,NORT,1,0,1
r-1733,NORT,0.587,0.413,1
r-1734,NORT,1,0,1
r-1735,NORT,1,0,1
r-1736,NORT,1,0,1
r-1737,NORT,1,0,1
r-1738,NORT,1,0,1
r-1739,NORT,1,0,1
r-1740,NORT,0,1,1
r-1741,NORT,1,0,1
r-1742,NORT,1,0,1
r-1743,NORT,1,0,1
r-1744,NORT,0,1,1
r-1745,NORT,0,1,1
r-1746,NORT,0.669,0.331,1
r-1747,NORT,1,0,1
r-1748,NORT,1,0,1
r-1749,NORT,1,0,1
r-1750,NORT,0,1,1
r-1751,NORT,0.628,0.372,1
r-1752,NORT,1,0,1
r-1753,NORT,1,0,1
r-1754,NORT,0.207,0.793,1
r-1755,NORT,1,0,1
r-1756,NORT,1,0,1
r-1757,NORT,1,0,1
r-1758,NORT,0,1,1
r-1759,NORT,1,0,1
r-1760,NORT,1,0,1
r-1761,NORT,0,1,1
r-1762,NORT,0.884,0.116,1
r-1763,NORT,0.835,0.165,1
r-1764,NORT,1,0,1
r-1765,NORT,0,1,1
r-1766,NORT,1,0,1
r-1767,NORT,0,1,1
r-1768,NORT,1,0,1
r-1769,NORT,0.165,0.835,1
r-1770,NORT,1,0,1
r-1771,NORT,0.38,0.62,1
r-1772,NORT,1,0,1
r-1773,NORT,0.314,0.686,1
r-1774,NORT,0.231,0.769,1
r-1775,NORT,1,0,1
r-1777,NORT,0,1,1
r-1778,NORT,1,0,1
r-1779,NORT,1,0,1
r-1780,NORT,0,1,1
r-1781,NORT,1,0,1
r-1782,NORT,1,0,1
r-1783,NORT,1,0,1
r-1784,NORT,1,0,1
r-1785,NORT,1,0,1
r-1786,NORT,1,0,1
r-1787,NORT,1,0,1
r-1788,NORT,1,0,1
r-1789,NORT,0.397,0.603,1
r-1790,NORT,1,0,1
r-1791,NORT,1,0,1
r-1792,NORT,0.43,0.57,1
r-1794,NORT,0,1,1
r-1795,NORT,0.76,0.24,1
r-1796,NORT,1,0,1
r-1797,NORT,0,1,1
r-1798,NORT,0.992,0.008,1
r-1799,NORT,1,0,1
r-1800,NORT,0.521,0.479,1
r-1801,NORT,0,1,1
r-1802,NORT,1,0,1
r-1803,NORT,0.694,0.306,1
r-1804,NORT,0,1,1
r-1805,NORT,1,0,1
r-1806,NORT,1,0,1
