scale,site_id,plant,roi_id,roi_type,primary_roi_id,ndvi,date
0.5,P9,mesquite,81-0.5-5,subset,81,0.2033737152814865,2019-03-14
0.5,P9,mesquite,81-0.5-6,subset,81,0.19649161398410797,2019-03-14
0.5,P9,mesquite,81-0.5-7,subset,81,0.1971791833639145,2019-03-14
0.5,P9,mesquite,81-0.5-8,subset,81,0.19825321435928345,2019-03-14
1,P9,mesquite,81-1-1,subset,81,0.2014504075050354,2019-03-14
1,P9,mesquite,81-1-2,subset,81,0.19903479516506195,2019-03-14
1,P9,mesquite,81-1-3,subset,81,0.19900043308734894,2019-03-14
1,P9,mesquite,81-1-4,subset,81,0.19781790673732758,2019-03-14
0.5,P9,mesquite,82-0.5-1,subset,82,0.20650030672550201,2019-03-14
0.5,P9,mesquite,82-0.5-2,subset,82,0.22717784345149994,2019-03-14
0.5,P9,mesquite,82-0.5-3,subset,82,0.20958606898784637,2019-03-14
0.5,P9,mesquite,82-0.5-4,subset,82,0.21452122926712036,2019-03-14
0.5,P9,mesquite,82-0.5-5,subset,82,0.2103266566991806,2019-03-14
0.5,P9,mesquite,82-0.5-6,subset,82,0.21976208686828613,2019-03-14
0.5,P9,mesquite,82-0.5-7,subset,82,0.21919293701648712,2019-03-14
0.5,P9,mesquite,82-0.5-8,subset,82,0.2066255807876587,2019-03-14
1,P9,mesquite,82-1-1,subset,82,0.2142927199602127,2019-03-14
1,P9,mesquite,82-1-2,subset,82,0.20390534400939941,2019-03-14
1,P9,mesquite,82-1-3,subset,82,0.21679715812206268,2019-03-14
1,P9,mesquite,82-1-4,subset,82,0.20831122994422913,2019-03-14
0.5,P9,mesquite,83-0.5-1,subset,83,0.20840103924274445,2019-03-14
0.5,P9,mesquite,83-0.5-2,subset,83,0.22882884740829468,2019-03-14
0.5,P9,mesquite,83-0.5-3,subset,83,0.2053261250257492,2019-03-14
0.5,P9,mesquite,83-0.5-4,subset,83,0.2135726362466812,2019-03-14
0.5,P9,mesquite,83-0.5-5,subset,83,0.22578509151935577,2019-03-14
0.5,P9,mesquite,83-0.5-6,subset,83,0.20038145780563354,2019-03-14
0.5,P9,mesquite,83-0.5-7,subset,83,0.19147175550460815,2019-03-14
0.5,P9,mesquite,83-0.5-8,subset,83,0.28229430317878723,2019-03-14
1,P9,mesquite,83-1-1,subset,83,0.2587597370147705,2019-03-14
1,P9,mesquite,83-1-2,subset,83,0.20838385820388794,2019-03-14
1,P9,mesquite,83-1-3,subset,83,0.21096228063106537,2019-03-14
1,P9,mesquite,83-1-4,subset,83,0.2596213221549988,2019-03-14
0.5,P9,mesquite,84-0.5-1,subset,84,0.20313847064971924,2019-03-14
0.5,P9,mesquite,84-0.5-2,subset,84,0.18663202226161957,2019-03-14
0.5,P9,mesquite,84-0.5-3,subset,84,0.20005369186401367,2019-03-14
0.5,P9,mesquite,84-0.5-4,subset,84,0.20183153450489044,2019-03-14
0.5,P9,mesquite,84-0.5-5,subset,84,0.1982942521572113,2019-03-14
0.5,P9,mesquite,84-0.5-6,subset,84,0.20596125721931458,2019-03-14
0.5,P9,mesquite,84-0.5-7,subset,84,0.18179099261760712,2019-03-14
0.5,P9,mesquite,84-0.5-8,subset,84,0.20338444411754608,2019-03-14
1,P9,mesquite,84-1-1,subset,84,0.19940432906150818,2019-03-14
1,P9,mesquite,84-1-2,subset,84,0.20112861692905426,2019-03-14
1,P9,mesquite,84-1-3,subset,84,0.18948984146118164,2019-03-14
1,P9,mesquite,84-1-4,subset,84,0.20131124556064606,2019-03-14
0.5,P9,mesquite,85-0.5-1,subset,85,0.19626878201961517,2019-03-14
0.5,P9,mesquite,85-0.5-2,subset,85,0.20315271615982056,2019-03-14
0.5,P9,mesquite,85-0.5-3,subset,85,0.20730134844779968,2019-03-14
0.5,P9,mesquite,85-0.5-4,subset,85,0.2194821983575821,2019-03-14
0.5,P9,mesquite,85-0.5-5,subset,85,0.22600717842578888,2019-03-14
0.5,P9,mesquite,85-0.5-6,subset,85,0.20635728538036346,2019-03-14
0.5,P9,mesquite,85-0.5-7,subset,85,0.19170846045017242,2019-03-14
0.5,P9,mesquite,85-0.5-8,subset,85,0.18530681729316711,2019-03-14
1,P9,mesquite,85-1-1,subset,85,0.19251562654972076,2019-03-14
1,P9,mesquite,85-1-2,subset,85,0.19638000428676605,2019-03-14
1,P9,mesquite,85-1-3,subset,85,0.20848700404167175,2019-03-14
1,P9,mesquite,85-1-4,subset,85,0.2168579250574112,2019-03-14
0.5,P9,mesquite,86-0.5-1,subset,86,0.2151472121477127,2019-03-14
0.5,P9,mesquite,86-0.5-2,subset,86,0.2139005959033966,2019-03-14
0.5,P9,mesquite,86-0.5-3,subset,86,0.2177724689245224,2019-03-14
0.5,P9,mesquite,86-0.5-4,subset,86,0.2174036055803299,2019-03-14
0.5,P9,mesquite,86-0.5-5,subset,86,0.20987743139266968,2019-03-14
0.5,P9,mesquite,86-0.5-6,subset,86,0.21627072989940643,2019-03-14
0.5,P9,mesquite,86-0.5-7,subset,86,0.21759578585624695,2019-03-14
0.5,P9,mesquite,86-0.5-8,subset,86,0.21261221170425415,2019-03-14
1,P9,mesquite,86-1-1,subset,86,0.21209588646888733,2019-03-14
1,P9,mesquite,86-1-2,subset,86,0.21509836614131927,2019-03-14
1,P9,mesquite,86-1-3,subset,86,0.21391546726226807,2019-03-14
1,P9,mesquite,86-1-4,subset,86,0.2162923514842987,2019-03-14
0.5,P9,mesquite,87-0.5-1,subset,87,0.19606851041316986,2019-03-14
0.5,P9,mesquite,87-0.5-2,subset,87,0.19920660555362701,2019-03-14
0.5,P9,mesquite,87-0.5-3,subset,87,0.20961697399616241,2019-03-14
0.5,P9,mesquite,87-0.5-4,subset,87,0.1897285431623459,2019-03-14
0.5,P9,mesquite,87-0.5-5,subset,87,0.1982642561197281,2019-03-14
0.5,P9,mesquite,87-0.5-6,subset,87,0.19024226069450378,2019-03-14
0.5,P9,mesquite,87-0.5-7,subset,87,0.20358356833457947,2019-03-14
0.5,P9,mesquite,87-0.5-8,subset,87,0.20717722177505493,2019-03-14
1,P9,mesquite,87-1-1,subset,87,0.20225276052951813,2019-03-14
1,P9,mesquite,87-1-2,subset,87,0.19303229451179504,2019-03-14
1,P9,mesquite,87-1-3,subset,87,0.19791224598884583,2019-03-14
1,P9,mesquite,87-1-4,subset,87,0.19964498281478882,2019-03-14
0.5,P9,mesquite,88-0.5-1,subset,88,0.20298036932945251,2019-03-14
0.5,P9,mesquite,88-0.5-2,subset,88,0.1928674727678299,2019-03-14
0.5,P9,mesquite,88-0.5-3,subset,88,0.2025769054889679,2019-03-14
0.5,P9,mesquite,88-0.5-4,subset,88,0.19212427735328674,2019-03-14
0.5,P9,mesquite,88-0.5-5,subset,88,0.19321861863136292,2019-03-14
0.5,P9,mesquite,88-0.5-6,subset,88,0.19509758055210114,2019-03-14
0.5,P9,mesquite,88-0.5-7,subset,88,0.20862466096878052,2019-03-14
0.5,P9,mesquite,88-0.5-8,subset,88,0.20897525548934937,2019-03-14
1,P9,mesquite,88-1-1,subset,88,0.19878420233726501,2019-03-14
1,P9,mesquite,88-1-2,subset,88,0.19750119745731354,2019-03-14
1,P9,mesquite,88-1-3,subset,88,0.19775567948818207,2019-03-14
1,P9,mesquite,88-1-4,subset,88,0.19862639904022217,2019-03-14
0.5,P9,mesquite,89-0.5-1,subset,89,0.21330980956554413,2019-03-14
0.5,P9,mesquite,89-0.5-2,subset,89,0.21503393352031708,2019-03-14
0.5,P9,mesquite,89-0.5-3,subset,89,0.214176207780838,2019-03-14
0.5,P9,mesquite,89-0.5-4,subset,89,0.210309699177742,2019-03-14
0.5,P9,mesquite,89-0.5-5,subset,89,0.21257399022579193,2019-03-14
0.5,P9,mesquite,89-0.5-6,subset,89,0.21523617208003998,2019-03-14
0.5,P9,mesquite,89-0.5-7,subset,89,0.2151748389005661,2019-03-14
0.5,P9,mesquite,89-0.5-8,subset,89,0.2235366553068161,2019-03-14
1,P9,mesquite,89-1-1,subset,89,0.21680481731891632,2019-03-14
1,P9,mesquite,89-1-2,subset,89,0.21755246818065643,2019-03-14
1,P9,mesquite,89-1-3,subset,89,0.21634158492088318,2019-03-14
1,P9,mesquite,89-1-4,subset,89,0.21673865616321564,2019-03-14
0.5,P9,mesquite,90-0.5-1,subset,90,0.18000389635562897,2019-03-14
0.5,P9,mesquite,90-0.5-2,subset,90,0.18794135749340057,2019-03-14
0.5,P9,mesquite,90-0.5-3,subset,90,0.1936185359954834,2019-03-14
0.5,P9,mesquite,90-0.5-4,subset,90,0.19090381264686584,2019-03-14
0.5,P9,mesquite,90-0.5-5,subset,90,0.17941731214523315,2019-03-14
0.5,P9,mesquite,90-0.5-6,subset,90,0.177925705909729,2019-03-14
0.5,P9,mesquite,90-0.5-7,subset,90,0.19107148051261902,2019-03-14
0.5,P9,mesquite,90-0.5-8,subset,90,0.18021456897258759,2019-03-14
1,P9,mesquite,90-1-1,subset,90,0.18585237860679626,2019-03-14
1,P9,mesquite,90-1-2,subset,90,0.18299636244773865,2019-03-14
1,P9,mesquite,90-1-3,subset,90,0.18461808562278748,2019-03-14
1,P9,mesquite,90-1-4,subset,90,0.18416017293930054,2019-03-14
8,P9,none,91-8-1,subset,91,0.13601386547088623,2019-03-14
8,P9,none,91-8-2,subset,91,0.14353874325752258,2019-03-14
8,P9,none,91-8-3,subset,91,0.1636284738779068,2019-03-14
8,P9,none,91-8-4,subset,91,0.15653736889362335,2019-03-14
8,P9,none,91-8-5,subset,91,0.134774312376976,2019-03-14
8,P9,none,91-8-6,subset,91,0.13507768511772156,2019-03-14
8,P9,none,91-8-7,subset,91,0.13469915091991425,2019-03-14
8,P9,none,91-8-8,subset,91,0.13101571798324585,2019-03-14
16,P9,none,91-16-1,subset,91,0.13952365517616272,2019-03-14
16,P9,none,91-16-2,subset,91,0.13767899572849274,2019-03-14
16,P9,none,91-16-3,subset,91,0.14208094775676727,2019-03-14
8,P9,none,92-8-1,subset,92,0.14592473208904266,2019-03-14
8,P9,none,92-8-2,subset,92,0.14071126282215118,2019-03-14
8,P9,none,92-8-3,subset,92,0.1449069380760193,2019-03-14
8,P9,none,92-8-4,subset,92,0.14523851871490479,2019-03-14
8,P9,none,92-8-5,subset,92,0.139862060546875,2019-03-14
8,P9,none,92-8-6,subset,92,0.1439521759748459,2019-03-14
8,P9,none,92-8-7,subset,92,0.14401187002658844,2019-03-14
8,P9,none,92-8-8,subset,92,0.1439526379108429,2019-03-14
16,P9,none,92-16-1,subset,92,0.140080988407135,2019-03-14
16,P9,none,92-16-2,subset,92,0.14048399031162262,2019-03-14
16,P9,none,92-16-3,subset,92,0.13905861973762512,2019-03-14
8,P9,none,93-8-1,subset,93,0.16191992163658142,2019-03-14
8,P9,none,93-8-2,subset,93,0.1483762413263321,2019-03-14
8,P9,none,93-8-3,subset,93,0.1537180244922638,2019-03-14
8,P9,none,93-8-4,subset,93,0.13715362548828125,2019-03-14
8,P9,none,93-8-5,subset,93,0.1393660306930542,2019-03-14
8,P9,none,93-8-6,subset,93,0.14690415561199188,2019-03-14
8,P9,none,93-8-7,subset,93,0.14567698538303375,2019-03-14
8,P9,none,93-8-8,subset,93,0.1458679735660553,2019-03-14
16,P9,none,93-16-1,subset,93,0.14834286272525787,2019-03-14
16,P9,none,93-16-2,subset,93,0.14510942995548248,2019-03-14
16,P9,none,93-16-3,subset,93,0.14857693016529083,2019-03-14
8,P9,none,94-8-1,subset,94,0.13637861609458923,2019-03-14
8,P9,none,94-8-2,subset,94,0.1601160317659378,2019-03-14
8,P9,none,94-8-3,subset,94,0.13622024655342102,2019-03-14
8,P9,none,94-8-4,subset,94,0.14519764482975006,2019-03-14
8,P9,none,94-8-5,subset,94,0.14590810239315033,2019-03-14
8,P9,none,94-8-6,subset,94,0.13649582862854004,2019-03-14
8,P9,none,94-8-7,subset,94,0.14047116041183472,2019-03-14
8,P9,none,94-8-8,subset,94,0.13868506252765656,2019-03-14
16,P9,none,94-16-1,subset,94,0.14398501813411713,2019-03-14
16,P9,none,94-16-2,subset,94,0.14006942510604858,2019-03-14
16,P9,none,94-16-3,subset,94,0.13591668009757996,2019-03-14
8,P9,none,95-8-1,subset,95,0.13114188611507416,2019-03-14
8,P9,none,95-8-2,subset,95,0.14092965424060822,2019-03-14
8,P9,none,95-8-3,subset,95,0.15305599570274353,2019-03-14
8,P9,none,95-8-4,subset,95,0.131963849067688,2019-03-14
8,P9,none,95-8-5,subset,95,0.15446798503398895,2019-03-14
8,P9,none,95-8-6,subset,95,0.1419713795185089,2019-03-14
8,P9,none,95-8-7,subset,95,0.14326392114162445,2019-03-14
8,P9,none,95-8-8,subset,95,0.15236711502075195,2019-03-14
16,P9,none,95-16-1,subset,95,0.14651788771152496,2019-03-14
16,P9,none,95-16-2,subset,95,0.142702117562294,2019-03-14
16,P9,none,95-16-3,subset,95,0.14771582186222076,2019-03-14
8,P9,none,96-8-1,subset,96,0.14181749522686005,2019-03-14
8,P9,none,96-8-2,subset,96,0.16155146062374115,2019-03-14
8,P9,none,96-8-3,subset,96,0.14482340216636658,2019-03-14
8,P9,none,96-8-4,subset,96,0.1412101835012436,2019-03-14
8,P9,none,96-8-5,subset,96,0.1599602997303009,2019-03-14
8,P9,none,96-8-6,subset,96,0.1307152807712555,2019-03-14
8,P9,none,96-8-7,subset,96,0.1593468189239502,2019-03-14
8,P9,none,96-8-8,subset,96,0.14068131148815155,2019-03-14
16,P9,none,96-16-1,subset,96,0.14568890631198883,2019-03-14
16,P9,none,96-16-2,subset,96,0.1444382667541504,2019-03-14
16,P9,none,96-16-3,subset,96,0.14341919124126434,2019-03-14
8,P9,none,97-8-1,subset,97,0.15427471697330475,2019-03-14
8,P9,none,97-8-2,subset,97,0.12612661719322205,2019-03-14
8,P9,none,97-8-3,subset,97,0.13959205150604248,2019-03-14
8,P9,none,97-8-4,subset,97,0.14588356018066406,2019-03-14
8,P9,none,97-8-5,subset,97,0.13638907670974731,2019-03-14
8,P9,none,97-8-6,subset,97,0.14346787333488464,2019-03-14
8,P9,none,97-8-7,subset,97,0.13091136515140533,2019-03-14
8,P9,none,97-8-8,subset,97,0.14210644364356995,2019-03-14
16,P9,none,97-16-1,subset,97,0.13466490805149078,2019-03-14
16,P9,none,97-16-2,subset,97,0.1406891644001007,2019-03-14
16,P9,none,97-16-3,subset,97,0.14446446299552917,2019-03-14
8,P9,none,98-8-1,subset,98,0.1410483717918396,2019-03-14
8,P9,none,98-8-2,subset,98,0.14159975945949554,2019-03-14
8,P9,none,98-8-3,subset,98,0.13187484443187714,2019-03-14
8,P9,none,98-8-4,subset,98,0.13970167934894562,2019-03-14
8,P9,none,98-8-5,subset,98,0.1377992331981659,2019-03-14
8,P9,none,98-8-6,subset,98,0.13974906504154205,2019-03-14
8,P9,none,98-8-7,subset,98,0.14112673699855804,2019-03-14
8,P9,none,98-8-8,subset,98,0.13522836565971375,2019-03-14
16,P9,none,98-16-1,subset,98,0.14030791819095612,2019-03-14
16,P9,none,98-16-2,subset,98,0.14114873111248016,2019-03-14
16,P9,none,98-16-3,subset,98,0.1401299685239792,2019-03-14
8,P9,none,99-8-1,subset,99,0.1306924670934677,2019-03-14
8,P9,none,99-8-2,subset,99,0.13085199892520905,2019-03-14
8,P9,none,99-8-3,subset,99,0.14039897918701172,2019-03-14
8,P9,none,99-8-4,subset,99,0.14050792157649994,2019-03-14
8,P9,none,99-8-5,subset,99,0.13585849106311798,2019-03-14
8,P9,none,99-8-6,subset,99,0.12875409424304962,2019-03-14
8,P9,none,99-8-7,subset,99,0.13460692763328552,2019-03-14
8,P9,none,99-8-8,subset,99,0.1329236924648285,2019-03-14
16,P9,none,99-16-1,subset,99,0.13769395649433136,2019-03-14
16,P9,none,99-16-2,subset,99,0.1383552998304367,2019-03-14
16,P9,none,99-16-3,subset,99,0.13348308205604553,2019-03-14
8,P9,none,100-8-1,subset,100,0.13739806413650513,2019-03-14
8,P9,none,100-8-2,subset,100,0.13496670126914978,2019-03-14
8,P9,none,100-8-3,subset,100,0.13974571228027344,2019-03-14
8,P9,none,100-8-4,subset,100,0.13747406005859375,2019-03-14
8,P9,none,100-8-5,subset,100,0.13679276406764984,2019-03-14
8,P9,none,100-8-6,subset,100,0.14303193986415863,2019-03-14
8,P9,none,100-8-7,subset,100,0.13888710737228394,2019-03-14
8,P9,none,100-8-8,subset,100,0.13383366167545319,2019-03-14
16,P9,none,100-16-1,subset,100,0.1353389471769333,2019-03-14
16,P9,none,100-16-2,subset,100,0.1304907202720642,2019-03-14
16,P9,none,100-16-3,subset,100,0.13515065610408783,2019-03-14
4,P9,grass,1,primary,NA,0.11452533304691315,2020-03-24
4,P9,grass,2,primary,NA,0.15373116731643677,2020-03-24
4,P9,grass,3,primary,NA,0.1612764447927475,2020-03-24
4,P9,grass,4,primary,NA,0.12841567397117615,2020-03-24
4,P9,grass,5,primary,NA,0.15649044513702393,2020-03-24
4,P9,grass,6,primary,NA,0.17960457503795624,2020-03-24
4,P9,grass,7,primary,NA,0.16690634191036224,2020-03-24
4,P9,grass,8,primary,NA,0.1382279247045517,2020-03-24
4,P9,grass,9,primary,NA,0.13781826198101044,2020-03-24
4,P9,grass,10,primary,NA,0.13916166126728058,2020-03-24
4,P9,grass,11,primary,NA,0.12153913080692291,2020-03-24
4,P9,grass,12,primary,NA,0.12789514660835266,2020-03-24
4,P9,grass,13,primary,NA,0.13852976262569427,2020-03-24
4,P9,grass,14,primary,NA,0.1388222724199295,2020-03-24
4,P9,grass,15,primary,NA,0.15158037841320038,2020-03-24
4,P9,grass,16,primary,NA,0.1422150880098343,2020-03-24
4,P9,grass,17,primary,NA,0.11822272837162018,2020-03-24
4,P9,grass,18,primary,NA,0.14048469066619873,2020-03-24
4,P9,grass,19,primary,NA,0.12859223783016205,2020-03-24
4,P9,grass,20,primary,NA,0.1309141218662262,2020-03-24
4,P9,grass,21,primary,NA,0.14419716596603394,2020-03-24
4,P9,grass,22,primary,NA,0.15730707347393036,2020-03-24
4,P9,grass,23,primary,NA,0.1226041316986084,2020-03-24
4,P9,grass,24,primary,NA,0.13385732471942902,2020-03-24
4,P9,grass,25,primary,NA,0.1356968879699707,2020-03-24
4,P9,grass,26,primary,NA,0.1328679323196411,2020-03-24
4,P9,grass,27,primary,NA,0.14276768267154694,2020-03-24
4,P9,grass,28,primary,NA,0.14469031989574432,2020-03-24
4,P9,grass,29,primary,NA,0.14675118029117584,2020-03-24
4,P9,grass,30,primary,NA,0.15046007931232452,2020-03-24
4,P9,grass,31,primary,NA,0.15319466590881348,2020-03-24
4,P9,grass,32,primary,NA,0.15972445905208588,2020-03-24
4,P9,grass,33,primary,NA,0.14548884332180023,2020-03-24
4,P9,grass,34,primary,NA,0.16267023980617523,2020-03-24
4,P9,grass,35,primary,NA,0.13709665834903717,2020-03-24
4,P9,grass,36,primary,NA,0.13754728436470032,2020-03-24
4,P9,grass,37,primary,NA,0.13026422262191772,2020-03-24
4,P9,grass,38,primary,NA,0.14546340703964233,2020-03-24
4,P9,grass,39,primary,NA,0.1556052714586258,2020-03-24
4,P9,grass,40,primary,NA,0.14482362568378448,2020-03-24
2,P9,mesquite,41,primary,NA,0.20464466512203217,2020-03-24
2,P9,mesquite,42,primary,NA,0.24002696573734283,2020-03-24
2,P9,mesquite,43,primary,NA,0.20663921535015106,2020-03-24
2,P9,mesquite,44,primary,NA,0.20263327658176422,2020-03-24
2,P9,mesquite,45,primary,NA,0.18083946406841278,2020-03-24
2,P9,mesquite,46,primary,NA,0.20588365197181702,2020-03-24
2,P9,mesquite,47,primary,NA,0.2325688749551773,2020-03-24
2,P9,mesquite,48,primary,NA,0.21392229199409485,2020-03-24
2,P9,mesquite,49,primary,NA,0.22151406109333038,2020-03-24
2,P9,mesquite,50,primary,NA,0.20951810479164124,2020-03-24
2,P9,mesquite,51,primary,NA,0.19598504900932312,2020-03-24
2,P9,mesquite,52,primary,NA,0.22085875272750854,2020-03-24
2,P9,mesquite,53,primary,NA,0.20035481452941895,2020-03-24
2,P9,mesquite,54,primary,NA,0.17983052134513855,2020-03-24
2,P9,mesquite,55,primary,NA,0.23551326990127563,2020-03-24
2,P9,mesquite,56,primary,NA,0.20416133105754852,2020-03-24
2,P9,mesquite,57,primary,NA,0.20840750634670258,2020-03-24
2,P9,mesquite,58,primary,NA,0.21217311918735504,2020-03-24
2,P9,mesquite,59,primary,NA,0.22107601165771484,2020-03-24
2,P9,mesquite,60,primary,NA,0.19755011796951294,2020-03-24
2,P9,mesquite,61,primary,NA,0.17946018278598785,2020-03-24
2,P9,mesquite,62,primary,NA,0.21668647229671478,2020-03-24
2,P9,mesquite,63,primary,NA,0.2117912769317627,2020-03-24
2,P9,mesquite,64,primary,NA,0.20341424643993378,2020-03-24
2,P9,mesquite,65,primary,NA,0.18798290193080902,2020-03-24
2,P9,mesquite,66,primary,NA,0.19273819029331207,2020-03-24
2,P9,mesquite,67,primary,NA,0.20611852407455444,2020-03-24
2,P9,mesquite,68,primary,NA,0.22458159923553467,2020-03-24
2,P9,mesquite,69,primary,NA,0.20760315656661987,2020-03-24
2,P9,mesquite,70,primary,NA,0.22517599165439606,2020-03-24
2,P9,mesquite,71,primary,NA,0.22678294777870178,2020-03-24
2,P9,mesquite,72,primary,NA,0.21674184501171112,2020-03-24
2,P9,mesquite,73,primary,NA,0.2048637717962265,2020-03-24
2,P9,mesquite,74,primary,NA,0.20494894683361053,2020-03-24
2,P9,mesquite,75,primary,NA,0.229280486702919,2020-03-24
2,P9,mesquite,76,primary,NA,0.2179059088230133,2020-03-24
2,P9,mesquite,77,primary,NA,0.206703782081604,2020-03-24
2,P9,mesquite,78,primary,NA,0.2153811901807785,2020-03-24
2,P9,mesquite,79,primary,NA,0.21056517958641052,2020-03-24
2,P9,mesquite,80,primary,NA,0.20249612629413605,2020-03-24
2,P9,mesquite,81,primary,NA,0.1919413059949875,2020-03-24
2,P9,mesquite,82,primary,NA,0.24337449669837952,2020-03-24
2,P9,mesquite,83,primary,NA,0.22354669868946075,2020-03-24
2,P9,mesquite,84,primary,NA,0.21054120361804962,2020-03-24
2,P9,mesquite,85,primary,NA,0.21680505573749542,2020-03-24
2,P9,mesquite,86,primary,NA,0.21530045568943024,2020-03-24
2,P9,mesquite,87,primary,NA,0.20472362637519836,2020-03-24
2,P9,mesquite,88,primary,NA,0.19742456078529358,2020-03-24
2,P9,mesquite,89,primary,NA,0.22003930807113647,2020-03-24
2,P9,mesquite,90,primary,NA,0.18825247883796692,2020-03-24
30,P9,none,91,primary,NA,0.14504599571228027,2020-03-24
30,P9,none,92,primary,NA,0.14652422070503235,2020-03-24
30,P9,none,93,primary,NA,0.1467340886592865,2020-03-24
30,P9,none,94,primary,NA,0.14368490874767303,2020-03-24
30,P9,none,95,primary,NA,0.1493336260318756,2020-03-24
30,P9,none,96,primary,NA,0.14957265555858612,2020-03-24
30,P9,none,97,primary,NA,0.14242544770240784,2020-03-24
30,P9,none,98,primary,NA,0.14481037855148315,2020-03-24
30,P9,none,99,primary,NA,0.14292296767234802,2020-03-24
30,P9,none,100,primary,NA,0.14707188308238983,2020-03-24
0.5,P9,grass,1-0.5-1,subset,1,0.11119534075260162,2020-03-24
0.5,P9,grass,1-0.5-2,subset,1,0.13140743970870972,2020-03-24
0.5,P9,grass,1-0.5-3,subset,1,0.13174617290496826,2020-03-24
0.5,P9,grass,1-0.5-4,subset,1,0.1352316290140152,2020-03-24
0.5,P9,grass,1-0.5-5,subset,1,0.10407852381467819,2020-03-24
0.5,P9,grass,1-0.5-6,subset,1,0.10211879014968872,2020-03-24
0.5,P9,grass,1-0.5-7,subset,1,0.1227327361702919,2020-03-24
0.5,P9,grass,1-0.5-8,subset,1,0.12033917754888535,2020-03-24
1,P9,grass,1-1-1,subset,1,0.11637157946825027,2020-03-24
1,P9,grass,1-1-2,subset,1,0.11658763140439987,2020-03-24
1,P9,grass,1-1-3,subset,1,0.11818854510784149,2020-03-24
1,P9,grass,1-1-4,subset,1,0.12446220964193344,2020-03-24
2,P9,grass,1-2-1,subset,1,0.12204666435718536,2020-03-24
2,P9,grass,1-2-2,subset,1,0.11324949562549591,2020-03-24
2,P9,grass,1-2-3,subset,1,0.12135598063468933,2020-03-24
0.5,P9,grass,2-0.5-1,subset,2,0.1489313393831253,2020-03-24
0.5,P9,grass,2-0.5-2,subset,2,0.15765123069286346,2020-03-24
0.5,P9,grass,2-0.5-3,subset,2,0.145475372672081,2020-03-24
0.5,P9,grass,2-0.5-4,subset,2,0.15524816513061523,2020-03-24
0.5,P9,grass,2-0.5-5,subset,2,0.15427276492118835,2020-03-24
0.5,P9,grass,2-0.5-6,subset,2,0.17312438786029816,2020-03-24
0.5,P9,grass,2-0.5-7,subset,2,0.16913306713104248,2020-03-24
0.5,P9,grass,2-0.5-8,subset,2,0.16430220007896423,2020-03-24
1,P9,grass,2-1-1,subset,2,0.15969109535217285,2020-03-24
1,P9,grass,2-1-2,subset,2,0.15088917315006256,2020-03-24
1,P9,grass,2-1-3,subset,2,0.16824214160442352,2020-03-24
1,P9,grass,2-1-4,subset,2,0.14498664438724518,2020-03-24
2,P9,grass,2-2-1,subset,2,0.15800048410892487,2020-03-24
2,P9,grass,2-2-2,subset,2,0.16038192808628082,2020-03-24
2,P9,grass,2-2-3,subset,2,0.15919709205627441,2020-03-24
0.5,P9,grass,3-0.5-1,subset,3,0.24304309487342834,2020-03-24
0.5,P9,grass,3-0.5-2,subset,3,0.14381475746631622,2020-03-24
0.5,P9,grass,3-0.5-3,subset,3,0.16110336780548096,2020-03-24
0.5,P9,grass,3-0.5-4,subset,3,0.14156651496887207,2020-03-24
0.5,P9,grass,3-0.5-5,subset,3,0.16437645256519318,2020-03-24
0.5,P9,grass,3-0.5-6,subset,3,0.11787863075733185,2020-03-24
0.5,P9,grass,3-0.5-7,subset,3,0.17686878144741058,2020-03-24
0.5,P9,grass,3-0.5-8,subset,3,0.15258334577083588,2020-03-24
1,P9,grass,3-1-1,subset,3,0.16764816641807556,2020-03-24
1,P9,grass,3-1-2,subset,3,0.16791002452373505,2020-03-24
1,P9,grass,3-1-3,subset,3,0.1604258269071579,2020-03-24
1,P9,grass,3-1-4,subset,3,0.18014265596866608,2020-03-24
2,P9,grass,3-2-1,subset,3,0.1749592423439026,2020-03-24
2,P9,grass,3-2-2,subset,3,0.15843269228935242,2020-03-24
2,P9,grass,3-2-3,subset,3,0.17340262234210968,2020-03-24
0.5,P9,grass,4-0.5-1,subset,4,0.14043763279914856,2020-03-24
0.5,P9,grass,4-0.5-2,subset,4,0.1211344450712204,2020-03-24
0.5,P9,grass,4-0.5-3,subset,4,0.12610149383544922,2020-03-24
0.5,P9,grass,4-0.5-4,subset,4,0.12031489610671997,2020-03-24
0.5,P9,grass,4-0.5-5,subset,4,0.11975711584091187,2020-03-24
0.5,P9,grass,4-0.5-6,subset,4,0.13647596538066864,2020-03-24
0.5,P9,grass,4-0.5-7,subset,4,0.12901104986667633,2020-03-24
0.5,P9,grass,4-0.5-8,subset,4,0.13871698081493378,2020-03-24
1,P9,grass,4-1-1,subset,4,0.1286645233631134,2020-03-24
1,P9,grass,4-1-2,subset,4,0.12942226231098175,2020-03-24
1,P9,grass,4-1-3,subset,4,0.12113296985626221,2020-03-24
1,P9,grass,4-1-4,subset,4,0.12022104114294052,2020-03-24
2,P9,grass,4-2-1,subset,4,0.12796004116535187,2020-03-24
2,P9,grass,4-2-2,subset,4,0.12863968312740326,2020-03-24
2,P9,grass,4-2-3,subset,4,0.12666256725788116,2020-03-24
0.5,P9,grass,5-0.5-1,subset,5,0.14942841231822968,2020-03-24
0.5,P9,grass,5-0.5-2,subset,5,0.16579915583133698,2020-03-24
0.5,P9,grass,5-0.5-3,subset,5,0.16553735733032227,2020-03-24
