date,site_id,landsat_pixel_id,lineageqa,pixelqa,radsatqa,sraerosolqa,srb4,srb5,ndvi
2016-08-01,P9,P9-10,1,322,0,96,2071,2936,0.17275813860595166
2016-08-01,P9,P9-11,1,322,0,66,2037,2900,0.17480251164674904
2016-08-01,P9,P9-12,1,322,0,66,2037,2900,0.17480251164674904
2016-08-01,P9,P9-13,1,322,0,96,2113,2959,0.1667981072555205
2016-08-01,P9,P9-14,1,322,0,96,2189,3074,0.16815504465133954
2016-08-01,P9,P9-15,1,322,0,96,2236,3181,0.174450803027506
2016-08-01,P9,P9-16,1,322,0,96,2161,3034,0.16804619826756498
2016-08-01,P9,P9-17,1,322,0,96,2149,3029,0.16994978756276555
2016-08-01,P9,P9-18,1,322,0,96,2149,3029,0.16994978756276555
2016-08-01,P9,P9-19,1,322,0,96,2057,2925,0.17422721798474508
2016-08-01,P9,P9-20,1,322,0,96,2028,2878,0.1732572360375051
2016-08-01,P9,P9-21,1,322,0,96,2227,3150,0.17165705783894364
2016-08-01,P9,P9-22,1,322,0,96,2096,2994,0.17642436149312377
2016-08-01,P9,P9-23,1,322,0,96,2255,3193,0.1721732745961821
2016-08-01,P9,P9-24,1,322,0,96,2338,3230,0.16020114942528735
2016-08-01,P9,P9-25,1,322,0,96,2085,2921,0.1669996004794247
2016-08-01,P9,P9-26,1,322,0,96,2085,2921,0.1669996004794247
2016-08-01,P9,P9-27,1,322,0,96,2192,3082,0.16875237011755784
2016-08-01,P9,P9-28,1,322,0,96,2079,2912,0.16690042075736325
2016-08-01,P9,P9-29,1,322,0,96,2042,2904,0.17428224828143954
2016-08-01,P9,P9-30,1,322,0,96,2356,3321,0.16998414655627972
2016-08-01,P9,P9-31,1,322,0,66,2207,3120,0.1713910268443777
2016-08-01,P9,P9-32,1,322,0,96,2210,3101,0.16776501600451893
2016-08-01,P9,P9-33,1,322,0,66,2250,3125,0.16279069767441862
2016-08-01,P9,P9-34,1,322,0,96,2196,3081,0.16770892552586697
2016-08-01,P9,P9-35,1,322,0,96,2217,3121,0.169351817159985
2016-08-01,P9,P9-36,1,322,0,66,2318,3246,0.1667864845434939
2016-08-01,P9,P9-37,1,322,0,96,2187,3069,0.1678082191780822
2016-08-01,P9,P9-38,1,322,0,96,2187,3069,0.1678082191780822
2016-08-01,P9,P9-39,1,322,0,96,2161,3048,0.17028220387790363
2016-08-01,P9,P9-40,1,322,0,66,2207,3072,0.16385679105891268
2016-08-01,P9,P9-41,1,322,0,96,2166,3080,0.17422798322531452
2016-08-01,P9,P9-42,1,322,0,96,2250,3182,0.1715758468335788
2016-08-01,P9,P9-43,1,322,0,96,2137,3047,0.17554012345679013
2016-08-01,P9,P9-44,1,322,0,96,2137,3047,0.17554012345679013
2016-08-01,P9,P9-45,1,322,0,96,2125,3033,0.17603722373012795
2016-08-01,P9,P9-46,1,322,0,96,2237,3148,0.1691736304549675
2016-08-01,P9,P9-47,1,322,0,96,2226,3131,0.1689378383423558
2016-08-01,P9,P9-48,1,322,0,96,2235,3142,0.16868142086665427
2016-08-01,P9,P9-49,1,322,0,96,2286,3197,0.16614991792814152
2016-08-01,P9,P9-50,1,322,0,96,2327,3222,0.16129032258064516
2016-08-01,P9,P9-51,1,322,0,96,2327,3222,0.16129032258064516
2016-08-01,P9,P9-52,1,322,0,96,2335,3263,0.16577349053233298
2016-08-01,P9,P9-53,1,322,0,96,2297,3210,0.16578899582349738
2016-08-01,P9,P9-54,1,322,0,96,2236,3134,0.16722532588454375
2016-08-01,P9,P9-55,1,322,0,96,2170,3087,0.1744340878828229
2016-08-01,P9,P9-56,1,322,0,96,2115,3028,0.1775228465875948
2016-08-01,P9,P9-57,1,322,0,96,2181,3078,0.17056474614945807
2016-08-01,P9,P9-58,1,322,0,96,2242,3134,0.16592261904761904
2016-08-01,P9,P9-59,1,322,0,96,2160,3104,0.17933130699088146
2016-08-01,P9,P9-60,1,322,0,96,2258,3215,0.1748583957610086
2016-08-01,P9,P9-61,1,322,0,96,2335,3241,0.16248206599713055
2016-08-01,P9,P9-62,1,322,0,96,2250,3130,0.16356877323420074
2016-08-01,P9,P9-63,1,322,0,96,2225,3128,0.16869045395105547
2016-08-01,P9,P9-64,1,322,0,96,2225,3128,0.16869045395105547
2016-08-01,P9,P9-65,1,322,0,96,2191,3094,0.17086092715231788
2016-08-01,P9,P9-66,1,322,0,96,2276,3173,0.16461736098366672
2016-08-01,P9,P9-67,1,322,0,96,2269,3164,0.16473403276274617
2016-08-01,P9,P9-68,1,322,0,96,2324,3239,0.164479597339565
2016-08-01,P9,P9-69,1,322,0,96,2289,3226,0.1699002719854941
2016-08-01,P9,P9-70,1,322,0,96,2289,3226,0.1699002719854941
2016-08-01,P9,P9-71,1,322,0,96,2456,3439,0.1667514843087362
2016-08-01,P9,P9-72,1,322,0,66,2290,3179,0.16255256902541598
2016-08-01,P9,P9-73,1,322,0,96,2276,3140,0.15952732644017725
2016-08-01,P9,P9-74,1,322,0,96,2186,3026,0.16116653875671527
2016-08-01,P9,P9-75,1,322,0,96,2186,3026,0.16116653875671527
2016-08-01,P9,P9-76,1,322,0,66,2185,3082,0.1703056768558952
2016-08-01,P9,P9-77,1,322,0,96,2290,3182,0.16301169590643275
2016-08-01,P9,P9-78,1,322,0,96,2316,3209,0.16162895927601809
2016-08-01,P9,P9-79,1,322,0,66,2391,3330,0.1641321447299423
2016-08-01,P9,P9-80,1,322,0,96,2472,3496,0.17158176943699732
2016-08-01,P9,P9-81,1,322,0,96,2472,3496,0.17158176943699732
2016-08-01,P9,P9-82,1,322,0,96,2355,3263,0.16162335350658597
2016-08-01,P9,P9-83,1,322,0,96,2337,3239,0.16176470588235295
2016-08-01,P9,P9-84,1,322,0,96,2327,3224,0.16159250585480095
2016-08-01,P9,P9-85,1,322,0,96,2333,3251,0.16439828080229227
2016-08-01,P9,P9-86,1,322,0,96,2294,3198,0.16460305899490169
2016-08-01,P9,P9-87,1,322,0,96,2420,3361,0.16277460646946895
2016-08-01,P9,P9-88,1,322,0,96,2420,3361,0.16277460646946895
2016-08-01,P9,P9-89,1,322,0,96,2342,3223,0.1583108715184187
2016-08-01,P9,P9-90,1,322,0,96,2254,3138,0.163946587537092
2016-08-01,P9,P9-91,1,322,0,96,2323,3225,0.16258111031002162
2016-08-01,P9,P9-92,1,322,0,96,2323,3225,0.16258111031002162
2016-08-01,GIBPE,GIBPE-1,1,322,0,160,1832,2603,0.17384441939120632
2016-08-01,GIBPE,GIBPE-2,1,322,0,160,1832,2603,0.17384441939120632
2016-08-01,GIBPE,GIBPE-3,1,322,0,160,1777,2525,0.17387261738726173
2016-08-01,GIBPE,GIBPE-4,1,322,0,160,1745,2481,0.17415996213913867
2016-08-01,GIBPE,GIBPE-5,1,322,0,160,1709,2437,0.17559093101784853
2016-08-01,GIBPE,GIBPE-6,1,322,0,160,1760,2510,0.1756440281030445
2016-08-01,GIBPE,GIBPE-7,1,322,0,160,1755,2494,0.17392327606495647
2016-08-01,GIBPE,GIBPE-8,1,322,0,160,1792,2535,0.17171250288883752
2016-08-01,GIBPE,GIBPE-9,1,322,0,160,1728,2447,0.17221556886227546
2016-08-01,GIBPE,GIBPE-10,1,322,0,160,1697,2406,0.1728003899585669
2016-08-01,GIBPE,GIBPE-11,1,322,0,160,1819,2599,0.1765504753282028
2016-08-01,GIBPE,GIBPE-12,1,322,0,130,1773,2540,0.17783445397635056
2016-08-01,GIBPE,GIBPE-13,1,322,0,160,1782,2519,0.17135549872122763
2016-08-01,GIBPE,GIBPE-14,1,322,0,160,1734,2446,0.17033492822966506
2016-08-01,GIBPE,GIBPE-15,1,322,0,130,1725,2437,0.1710716001922153
2016-08-01,GIBPE,GIBPE-16,1,322,0,160,1758,2511,0.1763879128601546
2016-08-01,GIBPE,GIBPE-17,1,322,0,160,1704,2449,0.17938839393209727
2016-08-01,GIBPE,GIBPE-18,1,322,0,160,1675,2405,0.17892156862745098
2016-08-01,GIBPE,GIBPE-19,1,322,0,160,1716,2445,0.17519826964671953
2016-08-01,GIBPE,GIBPE-20,1,322,0,160,1769,2490,0.16928856539093684
2016-08-01,GIBPE,GIBPE-21,1,322,0,160,1798,2559,0.17466146431030524
2016-08-01,GIBPE,GIBPE-22,1,322,0,160,1659,2372,0.1768791863061275
2016-08-01,GIBPE,GIBPE-23,1,322,0,160,1702,2420,0.17418728772440562
2016-08-01,GIBPE,GIBPE-24,1,322,0,160,1714,2429,0.17258025585324643
2016-08-01,GIBPE,GIBPE-25,1,322,0,160,1714,2429,0.17258025585324643
2016-08-01,GIBPE,GIBPE-26,1,322,0,160,1831,2589,0.17149321266968326
2016-08-01,GIBPE,GIBPE-27,1,322,0,130,1723,2453,0.17480842911877395
2016-08-01,GIBPE,GIBPE-28,1,322,0,160,1730,2473,0.17677849155365216
2016-08-01,GIBPE,GIBPE-29,1,322,0,160,1730,2473,0.17677849155365216
2016-08-01,GIBPE,GIBPE-30,1,322,0,160,1842,2571,0.16519374575118967
2016-08-01,GIBPE,GIBPE-31,1,322,0,160,1793,2535,0.17144177449168208
2016-08-01,GIBPE,GIBPE-32,1,322,0,160,1738,2449,0.16981132075471697
2016-08-01,GIBPE,GIBPE-33,1,322,0,160,1731,2434,0.1687875150060024
2016-08-01,GIBPE,GIBPE-34,1,322,0,160,1731,2434,0.1687875150060024
2016-08-01,GIBPE,GIBPE-35,1,322,0,160,1819,2551,0.16750572082379864
2016-08-01,GIBPE,GIBPE-36,1,322,0,160,1793,2558,0.1758216501953574
2016-08-01,GIBPE,GIBPE-37,1,322,0,160,1933,2720,0.16913819041478617
2016-08-01,GIBPE,GIBPE-38,1,322,0,160,1933,2720,0.16913819041478617
2016-08-01,GIBPE,GIBPE-39,1,322,0,160,1768,2493,0.17014785261675663
2016-08-01,GIBPE,GIBPE-40,1,322,0,160,1840,2578,0.1670439112720688
2016-08-01,GIBPE,GIBPE-41,1,322,0,160,2037,2832,0.16327788046826863
2016-08-01,GIBPE,GIBPE-42,1,322,0,160,2037,2832,0.16327788046826863
2016-08-01,GIBPE,GIBPE-43,1,322,0,130,1970,2792,0.17261654766904663
2016-08-01,GIBPE,GIBPE-44,1,322,0,160,1781,2508,0.16950338074143156
2016-08-01,GIBPE,GIBPE-45,1,322,0,160,1982,2765,0.1649462818622288
2016-08-01,GIBPE,GIBPE-46,1,322,0,160,1982,2765,0.1649462818622288
2016-08-01,GIBPE,GIBPE-47,1,322,0,160,1823,2571,0.17023213472917614
2016-08-01,GIBPE,GIBPE-48,1,322,0,160,1783,2500,0.16740602381508288
2016-08-01,GIBPE,GIBPE-49,1,322,0,160,1798,2511,0.16546762589928057
2016-08-01,GIBPE,GIBPE-50,1,322,0,160,1904,2679,0.16910320750600044
2016-08-01,GIBPE,GIBPE-51,1,322,0,160,1833,2568,0.16700749829584186
2016-08-01,GIBPE,GIBPE-52,1,322,0,160,1750,2491,0.17472294270219288
2016-08-01,NORT,NORT-1,1,322,0,96,2495,3497,0.16722296395193592
2016-08-01,NORT,NORT-2,1,322,0,96,2522,3519,0.1650389008442311
2016-08-01,NORT,NORT-3,1,322,0,96,2443,3440,0.16947135815060343
2016-08-01,NORT,NORT-4,1,322,0,96,2377,3380,0.17422268542643737
2016-08-01,NORT,NORT-5,1,322,0,96,2482,3441,0.1619111936518656
2016-08-01,NORT,NORT-6,1,322,0,96,2451,3428,0.16618472529341724
2016-08-01,NORT,NORT-7,1,322,0,96,2457,3426,0.16471188169301376
2016-08-01,NORT,NORT-8,1,322,0,66,2489,3449,0.16167059616032334
2016-08-01,NORT,NORT-9,1,322,0,96,2457,3436,0.16612930595621925
2016-08-01,NORT,NORT-10,1,322,0,96,2416,3403,0.1696167726413473
2016-08-01,NORT,NORT-11,1,322,0,96,2403,3428,0.17578459955410736
2016-08-01,NORT,NORT-12,1,322,0,66,2373,3386,0.175898593505817
2016-08-01,NORT,NORT-13,1,322,0,96,2451,3428,0.16618472529341724
2016-08-01,NORT,NORT-14,1,322,0,96,2563,3526,0.15815404828379045
2016-08-01,NORT,NORT-15,1,322,0,96,2488,3502,0.16928213689482471
2016-08-01,NORT,NORT-16,1,322,0,96,2562,3533,0.15931091058244462
2016-08-01,NORT,NORT-17,1,322,0,96,2515,3470,0.1595655806182122
2016-08-01,NORT,NORT-18,1,322,0,96,2416,3380,0.1663216011042098
2016-08-01,NORT,NORT-19,1,322,0,96,2462,3426,0.1637228260869565
2016-08-01,NORT,NORT-20,1,322,0,96,2418,3389,0.16721198553469951
2016-08-01,NORT,NORT-21,1,322,0,96,2418,3389,0.16721198553469951
2016-08-01,NORT,NORT-22,1,322,0,96,2563,3526,0.15815404828379045
2016-08-01,NORT,NORT-23,1,322,0,96,2577,3565,0.16085965483555845
2016-08-01,NORT,NORT-24,1,322,0,96,2548,3507,0.15838150289017341
2016-08-01,NORT,NORT-25,1,322,0,96,2391,3354,0.16762402088772846
2016-08-01,NORT,NORT-26,1,322,0,96,2482,3455,0.1638874852619168
2016-08-01,NORT,NORT-27,1,322,0,96,2544,3520,0.16094986807387862
2016-08-01,NORT,NORT-28,1,322,0,96,2544,3520,0.16094986807387862
2016-08-01,NORT,NORT-29,1,322,0,96,2508,3481,0.1624645182835198
2016-08-01,NORT,NORT-30,1,322,0,96,2603,3580,0.15801390910561217
2016-08-01,NORT,NORT-31,1,322,0,96,2625,3627,0.16026871401151632
2016-08-01,NORT,NORT-32,1,322,0,66,2485,3484,0.16736471770815883
2016-08-01,NORT,NORT-33,1,322,0,96,2493,3473,0.1642641635936976
2016-08-01,NORT,NORT-34,1,322,0,96,2519,3503,0.16340086350049818
2016-08-01,NORT,NORT-35,1,322,0,96,2541,3529,0.1627677100494234
2016-08-01,NORT,NORT-36,1,322,0,96,2541,3529,0.1627677100494234
2016-08-01,NORT,NORT-37,1,322,0,66,2583,3579,0.16163583252190847
2016-08-01,NORT,NORT-38,1,322,0,96,2668,3659,0.15663031452505136
2016-08-01,NORT,NORT-39,1,322,0,96,2704,3691,0.15433932759968724
2016-08-01,NORT,NORT-40,1,322,0,96,2494,3477,0.16462904036174844
2016-08-01,NORT,NORT-41,1,322,0,96,2494,3477,0.16462904036174844
2016-08-17,P9,P9-1,1,322,0,96,2054,2995,0.18637353931471579
2016-08-17,P9,P9-2,1,322,0,96,2123,3113,0.18907563025210083
2016-08-17,P9,P9-3,1,322,0,96,2073,3045,0.1899179366940211
2016-08-17,P9,P9-4,1,322,0,96,2012,2956,0.19001610305958133
2016-08-17,P9,P9-5,1,322,0,96,2014,2949,0.18839411646181745
2016-08-17,P9,P9-6,1,322,0,66,2085,3094,0.19482525584089594
2016-08-17,P9,P9-7,1,322,0,96,2086,3094,0.1945945945945946
2016-08-17,P9,P9-8,1,322,0,96,2081,3067,0.19153069153069152
2016-08-17,P9,P9-9,1,322,0,66,1999,2935,0.18970409404134578
2016-08-17,P9,P9-10,1,322,0,96,2015,2931,0.18520016174686615
2016-08-17,P9,P9-11,1,322,0,96,1972,2871,0.18562874251497005
2016-08-17,P9,P9-12,1,322,0,96,1972,2871,0.18562874251497005
2016-08-17,P9,P9-13,1,322,0,96,1966,2965,0.20259582234840803
2016-08-17,P9,P9-14,1,322,0,96,2127,3133,0.19125475285171104
2016-08-17,P9,P9-15,1,322,0,96,2195,3208,0.18748843235239682
2016-08-17,P9,P9-16,1,322,0,96,2077,3050,0.1897795982055783
2016-08-17,P9,P9-17,1,322,0,96,2127,3090,0.18458884416331225
2016-08-17,P9,P9-18,1,322,0,96,2127,3090,0.18458884416331225
2016-08-17,P9,P9-19,1,322,0,96,2018,2959,0.18906972071529032
2016-08-17,P9,P9-20,1,322,0,96,1948,2887,0.19420889348500517
2016-08-17,P9,P9-21,1,322,0,96,2163,3173,0.18928035982008995
2016-08-17,P9,P9-22,1,322,0,96,2103,3097,0.19115384615384615
2016-08-17,P9,P9-23,1,322,0,96,2206,3197,0.18341662039607626
2016-08-17,P9,P9-24,1,322,0,96,2215,3204,0.1825059974164975
2016-08-17,P9,P9-25,1,322,0,96,2086,3068,0.19053162592161427
2016-08-17,P9,P9-26,1,322,0,96,2086,3068,0.19053162592161427
2016-08-17,P9,P9-27,1,322,0,96,2078,3015,0.1839780090320047
2016-08-17,P9,P9-28,1,322,0,96,2000,2918,0.18666124440829607
2016-08-17,P9,P9-29,1,322,0,96,1999,2931,0.18904665314401622
2016-08-17,P9,P9-30,1,322,0,96,2270,3236,0.17544496912459134
2016-08-17,P9,P9-31,1,322,0,96,2188,3138,0.17837025910627113
2016-08-17,P9,P9-32,1,322,0,96,2259,3220,0.17539697025004564
2016-08-17,P9,P9-33,1,322,0,96,2207,3186,0.1815316150565548
2016-08-17,P9,P9-34,1,322,0,66,2181,3152,0.1820738796174761
2016-08-17,P9,P9-35,1,322,0,96,2183,3169,0.1842301943198804
2016-08-17,P9,P9-36,1,322,0,96,2248,3252,0.18254545454545454
2016-08-17,P9,P9-37,1,322,0,66,2106,3060,0.18466898954703834
2016-08-17,P9,P9-38,1,322,0,66,2106,3060,0.18466898954703834
2016-08-17,P9,P9-39,1,322,0,96,2103,3072,0.1872463768115942
2016-08-17,P9,P9-40,1,322,0,96,2116,3085,0.186310324937512
2016-08-17,P9,P9-41,1,322,0,66,2121,3086,0.18532744382561936
2016-08-17,P9,P9-42,1,322,0,96,2121,3069,0.18265895953757225
2016-08-17,P9,P9-43,1,322,0,96,2082,3012,0.18256772673733804
2016-08-17,P9,P9-44,1,322,0,96,2082,3012,0.18256772673733804
2016-08-17,P9,P9-45,1,322,0,66,2117,3079,0.18514241724403388
2016-08-17,P9,P9-46,1,322,0,96,2208,3186,0.18131256952169078
2016-08-17,P9,P9-47,1,322,0,96,2186,3178,0.1849366144668158
2016-08-17,P9,P9-48,1,322,0,96,2200,3182,0.1824600520252694
2016-08-17,P9,P9-49,1,322,0,96,2239,3228,0.1809036034388147
2016-08-17,P9,P9-50,1,322,0,96,2287,3251,0.17407006139400505
2016-08-17,P9,P9-51,1,322,0,96,2287,3251,0.17407006139400505
2016-08-17,P9,P9-52,1,322,0,96,2264,3249,0.17866860148739344
2016-08-17,P9,P9-53,1,322,0,96,2268,3264,0.18004338394793926
2016-08-17,P9,P9-54,1,322,0,96,2176,3123,0.1787129647103227
2016-08-17,P9,P9-55,1,322,0,96,2148,3091,0.17999618247757204
2016-08-17,P9,P9-56,1,322,0,96,2058,3001,0.18640047440205573
2016-08-17,P9,P9-57,1,322,0,96,2139,3061,0.1773076923076923
2016-08-17,P9,P9-58,1,322,0,96,2136,3041,0.17481166698860343
2016-08-17,P9,P9-59,1,322,0,96,2082,3086,0.19427244582043343
2016-08-17,P9,P9-60,1,322,0,96,2236,3263,0.1867612293144208
2016-08-17,P9,P9-61,1,322,0,96,2260,3249,0.17952441459430024
2016-08-17,P9,P9-62,1,322,0,96,2213,3172,0.17808727948003714
2016-08-17,P9,P9-63,1,322,0,96,2199,3168,0.1805477920626048
2016-08-17,P9,P9-64,1,322,0,96,2199,3168,0.1805477920626048
2016-08-17,P9,P9-65,1,322,0,96,2143,3100,0.1825290864009155
2016-08-17,P9,P9-66,1,322,0,96,2186,3155,0.18142669912001497
2016-08-17,P9,P9-67,1,322,0,96,2265,3229,0.1754641427011285
2016-08-17,P9,P9-68,1,322,0,96,2288,3255,0.1744542666426123
2016-08-17,P9,P9-69,1,322,0,96,2228,3175,0.17527299648343514
2016-08-17,P9,P9-70,1,322,0,96,2228,3175,0.17527299648343514
2016-08-17,P9,P9-71,1,322,0,96,2455,3473,0.17172739541160595
2016-08-17,P9,P9-72,1,322,0,96,2257,3237,0.17837641062977794
2016-08-17,P9,P9-73,1,322,0,66,2251,3183,0.1715126978284873
2016-08-17,P9,P9-74,1,322,0,96,2136,3060,0.17782909930715934
2016-08-17,P9,P9-75,1,322,0,96,2136,3060,0.17782909930715934
2016-08-17,P9,P9-76,1,322,0,96,2120,3055,0.18067632850241547
2016-08-17,P9,P9-77,1,322,0,66,2288,3244,0.17281272595806219
2016-08-17,P9,P9-78,1,322,0,96,2241,3209,0.17761467889908256
2016-08-17,P9,P9-79,1,322,0,96,2341,3339,0.17570422535211266
2016-08-17,P9,P9-80,1,322,0,66,2486,3523,0.17257447162589448
2016-08-17,P9,P9-81,1,322,0,66,2486,3523,0.17257447162589448
2016-08-17,P9,P9-82,1,322,0,96,2354,3328,0.17141851460753255
2016-08-17,P9,P9-83,1,322,0,96,2346,3306,0.16985138004246284
2016-08-17,P9,P9-84,1,322,0,96,2238,3187,0.17493087557603687
2016-08-17,P9,P9-85,1,322,0,96,2338,3306,0.17150956768249467
2016-08-17,P9,P9-86,1,322,0,96,2213,3191,0.18097705403404885
2016-08-17,P9,P9-87,1,322,0,96,2378,3378,0.17373175816539263
2016-08-17,P9,P9-88,1,322,0,96,2378,3378,0.17373175816539263
2016-08-17,P9,P9-89,1,322,0,96,2257,3186,0.17067793496233694
2016-08-17,P9,P9-90,1,322,0,96,2223,3144,0.17160424818334266
2016-08-17,P9,P9-91,1,322,0,96,2285,3250,0.17434507678410116
2016-08-17,P9,P9-92,1,322,0,96,2285,3250,0.17434507678410116
2016-08-17,GIBPE,GIBPE-1,1,322,0,96,1730,2776,0.23213493120284065
2016-08-17,GIBPE,GIBPE-2,1,322,0,96,1730,2776,0.23213493120284065
2016-08-17,GIBPE,GIBPE-3,1,322,0,96,1604,2563,0.23014158867290616
2016-08-17,GIBPE,GIBPE-4,1,322,0,96,1591,2561,0.23362235067437379
2016-08-17,GIBPE,GIBPE-5,1,322,0,96,1512,2467,0.24001005277707968
2016-08-17,GIBPE,GIBPE-6,1,322,0,96,1616,2552,0.22456813819577734
2016-08-17,GIBPE,GIBPE-7,1,322,0,96,1625,2589,0.22876127195064072
2016-08-17,GIBPE,GIBPE-8,1,322,0,96,1621,2594,0.23084223013048635
2016-08-17,GIBPE,GIBPE-9,1,322,0,96,1619,2574,0.22776055330312425
2016-08-17,GIBPE,GIBPE-10,1,322,0,96,1560,2497,0.23095883657875277
2016-08-17,GIBPE,GIBPE-11,1,322,0,96,1665,2614,0.22178078990418323
2016-08-17,GIBPE,GIBPE-12,1,322,0,96,1637,2624,0.2316357662520535
2016-08-17,GIBPE,GIBPE-13,1,322,0,66,1617,2613,0.23546099290780143
2016-08-17,GIBPE,GIBPE-14,1,322,0,96,1568,2502,0.2294840294840295
2016-08-17,GIBPE,GIBPE-15,1,322,0,96,1617,2561,0.22594542843465773
2016-08-17,GIBPE,GIBPE-16,1,322,0,96,1629,2600,0.22960510759044692
2016-08-17,GIBPE,GIBPE-17,1,322,0,96,1569,2554,0.23890371089012855
2016-08-17,GIBPE,GIBPE-18,1,322,0,96,1445,2447,0.2574511819116136
2016-08-17,GIBPE,GIBPE-19,1,322,0,96,1594,2554,0.23143683702989393
2016-08-17,GIBPE,GIBPE-20,1,322,0,96,1660,2605,0.22157092614302462
2016-08-17,GIBPE,GIBPE-21,1,322,0,96,1668,2635,0.22472693469672322
2016-08-17,GIBPE,GIBPE-22,1,322,0,96,1510,2445,0.23640960809102401
2016-08-17,GIBPE,GIBPE-23,1,322,0,96,1515,2454,0.23658352229780802
2016-08-17,GIBPE,GIBPE-24,1,322,0,96,1572,2516,0.2309197651663405
2016-08-17,GIBPE,GIBPE-25,1,322,0,96,1572,2516,0.2309197651663405
2016-08-17,GIBPE,GIBPE-26,1,322,0,96,1721,2705,0.22232263895164933
2016-08-17,GIBPE,GIBPE-27,1,322,0,96,1545,2517,0.23929098966026588
2016-08-17,GIBPE,GIBPE-28,1,322,0,66,1668,2616,0.22128851540616246
2016-08-17,GIBPE,GIBPE-29,1,322,0,66,1668,2616,0.22128851540616246
2016-08-17,GIBPE,GIBPE-30,1,322,0,96,1631,2563,0.2222222222222222
2016-08-17,GIBPE,GIBPE-31,1,322,0,96,1654,2630,0.22782446311858076
2016-08-17,GIBPE,GIBPE-32,1,322,0,96,1573,2534,0.23399074750426102
2016-08-17,GIBPE,GIBPE-33,1,322,0,96,1554,2486,0.2306930693069307
2016-08-17,GIBPE,GIBPE-34,1,322,0,96,1554,2486,0.2306930693069307
2016-08-17,GIBPE,GIBPE-35,1,322,0,96,1683,2649,0.22299168975069253
2016-08-17,GIBPE,GIBPE-36,1,322,0,96,1685,2735,0.23755656108597284
2016-08-17,GIBPE,GIBPE-37,1,322,0,96,1766,2778,0.2227112676056338
2016-08-17,GIBPE,GIBPE-38,1,322,0,96,1766,2778,0.2227112676056338
2016-08-17,GIBPE,GIBPE-39,1,322,0,96,1656,2613,0.2241742796907941
2016-08-17,GIBPE,GIBPE-40,1,322,0,96,1681,2635,0.22103799814643188
2016-08-17,GIBPE,GIBPE-41,1,322,0,96,1981,3060,0.21404483237452887
2016-08-17,GIBPE,GIBPE-42,1,322,0,96,1981,3060,0.21404483237452887
2016-08-17,GIBPE,GIBPE-43,1,322,0,96,1839,2880,0.22059758423394787
2016-08-17,GIBPE,GIBPE-44,1,322,0,66,1660,2606,0.22175339896858884
2016-08-17,GIBPE,GIBPE-45,1,322,0,96,1997,2990,0.1991177060356928
2016-08-17,GIBPE,GIBPE-46,1,322,0,96,1997,2990,0.1991177060356928
2016-08-17,GIBPE,GIBPE-47,1,322,0,96,1738,2710,0.2185251798561151
2016-08-17,GIBPE,GIBPE-48,1,322,0,96,1607,2517,0.22065955383123181
2016-08-17,GIBPE,GIBPE-49,1,322,0,96,1692,2683,0.22651428571428572
2016-08-17,GIBPE,GIBPE-50,1,322,0,96,1796,2789,0.21657579062159216
2016-08-17,GIBPE,GIBPE-51,1,322,0,96,1722,2703,0.2216949152542373
2016-08-17,GIBPE,GIBPE-52,1,322,0,96,1638,2600,0.22699386503067484
2016-08-17,NORT,NORT-1,1,322,0,96,2302,3222,0.166545981173063
2016-08-17,NORT,NORT-2,1,322,0,96,2330,3231,0.16202121920517892
2016-08-17,NORT,NORT-3,1,322,0,96,2218,3137,0.17161531279178338
2016-08-17,NORT,NORT-4,1,322,0,96,2147,3085,0.17928134556574923
2016-08-17,NORT,NORT-5,1,322,0,96,2167,3064,0.17147772892372395
2016-08-17,NORT,NORT-6,1,322,0,66,2304,3191,0.16141947224749773
2016-08-17,NORT,NORT-7,1,322,0,96,2210,3144,0.17444901008591707
2016-08-17,NORT,NORT-8,1,322,0,96,2322,3219,0.16188413643746616
2016-08-17,NORT,NORT-9,1,322,0,66,2280,3156,0.16114790286975716
2016-08-17,NORT,NORT-10,1,322,0,66,2247,3160,0.1688551877196227
2016-08-17,NORT,NORT-11,1,322,0,96,2232,3177,0.17470881863560733
2016-08-17,NORT,NORT-12,1,322,0,96,2179,3117,0.17711480362537765
2016-08-17,NORT,NORT-13,1,322,0,66,2304,3191,0.16141947224749773
2016-08-17,NORT,NORT-14,1,322,0,96,2347,3219,0.15666546891843333
2016-08-17,NORT,NORT-15,1,322,0,96,2382,3278,0.15830388692579506
2016-08-17,NORT,NORT-16,1,322,0,96,2382,3279,0.1584525702172761
2016-08-17,NORT,NORT-17,1,322,0,96,2337,3257,0.164461923489453
2016-08-17,NORT,NORT-18,1,322,0,96,2226,3082,0.16126601356443104
2016-08-17,NORT,NORT-19,1,322,0,96,2218,3113,0.16788595010317015
2016-08-17,NORT,NORT-20,1,322,0,96,2273,3172,0.16510560146923783
2016-08-17,NORT,NORT-21,1,322,0,96,2273,3172,0.16510560146923783
2016-08-17,NORT,NORT-22,1,322,0,96,2347,3219,0.15666546891843333
2016-08-17,NORT,NORT-23,1,322,0,96,2419,3320,0.15699599233315908
2016-08-17,NORT,NORT-24,1,322,0,96,2319,3208,0.16084675230685724
2016-08-17,NORT,NORT-25,1,322,0,96,2216,3097,0.16581968755881799
2016-08-17,NORT,NORT-26,1,322,0,96,2326,3226,0.16210374639769454
2016-08-17,NORT,NORT-27,1,322,0,96,2377,3266,0.15754031543505229
