date,site_id,landsat_pixel_id,lineageqa,pixelqa,radsatqa,sraerosolqa,srb4,srb5,ndvi
2015-01-19,NORT,NORT-35,1,322,0,96,2198,2813,0.12272999401317103
2015-01-19,NORT,NORT-36,1,322,0,96,2198,2813,0.12272999401317103
2015-01-19,NORT,NORT-37,1,322,0,96,2234,2886,0.12734375
2015-01-19,NORT,NORT-38,1,322,0,96,2326,2980,0.12325669053901243
2015-01-19,NORT,NORT-39,1,322,0,96,2461,3112,0.11681320653149112
2015-01-19,NORT,NORT-40,1,322,0,96,2158,2787,0.12719919110212335
2015-01-19,NORT,NORT-41,1,322,0,96,2158,2787,0.12719919110212335
2015-02-04,P9,P9-1,1,322,0,96,1610,2121,0.13696060037523453
2015-02-04,P9,P9-2,1,322,0,96,1748,2318,0.14018691588785046
2015-02-04,P9,P9-3,1,322,0,66,1666,2222,0.14300411522633744
2015-02-04,P9,P9-4,1,322,0,96,1580,2123,0.1466378611936268
2015-02-04,P9,P9-5,1,322,0,96,1552,2062,0.14111787493082456
2015-02-04,P9,P9-6,1,322,0,96,1622,2145,0.13883727103796123
2015-02-04,P9,P9-7,1,322,0,96,1732,2294,0.1395926477893691
2015-02-04,P9,P9-8,1,322,0,96,1719,2275,0.13920881321982975
2015-02-04,P9,P9-9,1,322,0,96,1587,2097,0.13843648208469056
2015-02-04,P9,P9-10,1,322,0,96,1568,2066,0.13703907539900936
2015-02-04,P9,P9-11,1,322,0,96,1608,2120,0.13733905579399142
2015-02-04,P9,P9-12,1,322,0,96,1608,2120,0.13733905579399142
2015-02-04,P9,P9-13,1,322,0,96,1572,2062,0.13483764446890478
2015-02-04,P9,P9-14,1,322,0,96,1734,2293,0.1388130121678669
2015-02-04,P9,P9-15,1,322,0,96,1783,2353,0.13781431334622823
2015-02-04,P9,P9-16,1,322,0,96,1633,2156,0.13803114278173662
2015-02-04,P9,P9-17,1,322,0,96,1640,2196,0.14494264859228362
2015-02-04,P9,P9-18,1,322,0,96,1640,2196,0.14494264859228362
2015-02-04,P9,P9-19,1,322,0,96,1557,2092,0.1466155110989312
2015-02-04,P9,P9-20,1,322,0,96,1580,2126,0.14732865623313546
2015-02-04,P9,P9-21,1,322,0,66,1633,2188,0.14524993457210156
2015-02-04,P9,P9-22,1,322,0,96,1615,2144,0.14072891726523012
2015-02-04,P9,P9-23,1,322,0,96,1790,2359,0.1371414798746686
2015-02-04,P9,P9-24,1,322,0,66,1819,2384,0.13442778967404234
2015-02-04,P9,P9-25,1,322,0,96,1628,2113,0.12964448008553864
2015-02-04,P9,P9-26,1,322,0,96,1628,2113,0.12964448008553864
2015-02-04,P9,P9-27,1,322,0,96,1723,2238,0.1300176723049735
2015-02-04,P9,P9-28,1,322,0,66,1622,2128,0.13493333333333332
2015-02-04,P9,P9-29,1,322,0,96,1619,2139,0.1383714741883981
2015-02-04,P9,P9-30,1,322,0,96,1926,2542,0.1378692927484333
2015-02-04,P9,P9-31,1,322,0,96,1843,2421,0.13555347091932457
2015-02-04,P9,P9-32,1,322,0,96,1565,2062,0.13702784670526605
2015-02-04,P9,P9-33,1,322,0,96,1696,2216,0.1329243353783231
2015-02-04,P9,P9-34,1,322,0,96,1631,2137,0.13428874734607218
2015-02-04,P9,P9-35,1,322,0,96,1698,2239,0.13741427482854965
2015-02-04,P9,P9-36,1,322,0,96,1833,2423,0.13862781954887218
2015-02-04,P9,P9-37,1,322,0,96,1719,2246,0.13291298865069356
2015-02-04,P9,P9-38,1,322,0,96,1719,2246,0.13291298865069356
2015-02-04,P9,P9-39,1,322,0,96,1749,2318,0.13990656503565282
2015-02-04,P9,P9-40,1,322,0,96,1771,2331,0.13651877133105803
2015-02-04,P9,P9-41,1,322,0,96,1778,2340,0.13647401651287033
2015-02-04,P9,P9-42,1,322,0,96,1834,2398,0.1332703213610586
2015-02-04,P9,P9-43,1,322,0,96,1737,2309,0.14137419673751853
2015-02-04,P9,P9-44,1,322,0,96,1737,2309,0.14137419673751853
2015-02-04,P9,P9-45,1,322,0,96,1570,2066,0.13641364136413642
2015-02-04,P9,P9-46,1,322,0,96,1653,2174,0.13613796707603867
2015-02-04,P9,P9-47,1,322,0,96,1702,2244,0.1373542828180436
2015-02-04,P9,P9-48,1,322,0,96,1646,2160,0.1350499211770888
2015-02-04,P9,P9-49,1,322,0,96,1670,2212,0.1396187532199897
2015-02-04,P9,P9-50,1,322,0,96,1767,2310,0.13318616629874908
2015-02-04,P9,P9-51,1,322,0,96,1767,2310,0.13318616629874908
2015-02-04,P9,P9-52,1,322,0,96,1856,2450,0.13794705062703205
2015-02-04,P9,P9-53,1,322,0,96,1870,2439,0.13204919935019727
2015-02-04,P9,P9-54,1,322,0,96,1807,2368,0.13437125748502993
2015-02-04,P9,P9-55,1,322,0,96,1758,2326,0.13907933398628794
2015-02-04,P9,P9-56,1,322,0,96,1701,2248,0.13851608002025828
2015-02-04,P9,P9-57,1,322,0,96,1787,2364,0.13900264996386413
2015-02-04,P9,P9-58,1,322,0,66,1840,2387,0.12940619824934943
2015-02-04,P9,P9-59,1,322,0,96,1679,2239,0.14293006636038796
2015-02-04,P9,P9-60,1,322,0,96,1760,2335,0.14041514041514042
2015-02-04,P9,P9-61,1,322,0,66,1741,2301,0.13854527461652646
2015-02-04,P9,P9-62,1,322,0,96,1634,2159,0.13841286580543105
2015-02-04,P9,P9-63,1,322,0,96,1637,2187,0.14382845188284518
2015-02-04,P9,P9-64,1,322,0,96,1637,2187,0.14382845188284518
2015-02-04,P9,P9-65,1,322,0,66,1592,2132,0.14500537056928034
2015-02-04,P9,P9-66,1,322,0,96,1767,2321,0.13551859099804306
2015-02-04,P9,P9-67,1,322,0,96,1813,2376,0.13439961804726666
2015-02-04,P9,P9-68,1,322,0,66,1795,2366,0.13722662821437154
2015-02-04,P9,P9-69,1,322,0,96,1935,2521,0.131508078994614
2015-02-04,P9,P9-70,1,322,0,96,1935,2521,0.131508078994614
2015-02-04,P9,P9-71,1,322,0,96,2114,2762,0.13289581624282198
2015-02-04,P9,P9-72,1,322,0,96,1726,2261,0.13418610484073237
2015-02-04,P9,P9-73,1,322,0,96,1675,2188,0.13279834325653636
2015-02-04,P9,P9-74,1,322,0,96,1637,2161,0.13796735123749343
2015-02-04,P9,P9-75,1,322,0,96,1637,2161,0.13796735123749343
2015-02-04,P9,P9-76,1,322,0,96,1665,2215,0.14175257731958762
2015-02-04,P9,P9-77,1,322,0,96,1779,2333,0.13472762645914396
2015-02-04,P9,P9-78,1,322,0,96,1831,2392,0.1328439497987213
2015-02-04,P9,P9-79,1,322,0,96,1939,2542,0.134568176746262
2015-02-04,P9,P9-80,1,322,0,96,2191,2886,0.13689186527476857
2015-02-04,P9,P9-81,1,322,0,96,2191,2886,0.13689186527476857
2015-02-04,P9,P9-82,1,322,0,96,1759,2322,0.1379563832394021
2015-02-04,P9,P9-83,1,322,0,96,1780,2347,0.13738793312333414
2015-02-04,P9,P9-84,1,322,0,96,1822,2381,0.13300023792529145
2015-02-04,P9,P9-85,1,322,0,96,1849,2430,0.13577938770740827
2015-02-04,P9,P9-86,1,322,0,96,1784,2338,0.1344007763221737
2015-02-04,P9,P9-87,1,322,0,96,1940,2551,0.13604987753284348
2015-02-04,P9,P9-88,1,322,0,96,1940,2551,0.13604987753284348
2015-02-04,P9,P9-89,1,322,0,66,1857,2418,0.1312280701754386
2015-02-04,P9,P9-90,1,322,0,96,1773,2322,0.13406593406593406
2015-02-04,P9,P9-91,1,322,0,96,1810,2378,0.1356255969436485
2015-02-04,P9,P9-92,1,322,0,96,1810,2378,0.1356255969436485
2015-02-04,GIBPE,GIBPE-1,1,322,0,96,1338,1837,0.15716535433070866
2015-02-04,GIBPE,GIBPE-2,1,322,0,96,1338,1837,0.15716535433070866
2015-02-04,GIBPE,GIBPE-3,1,322,0,96,1270,1757,0.1608853650479022
2015-02-04,GIBPE,GIBPE-4,1,322,0,96,1288,1768,0.15706806282722513
2015-02-04,GIBPE,GIBPE-5,1,322,0,96,1239,1715,0.16113744075829384
2015-02-04,GIBPE,GIBPE-6,1,322,0,96,1278,1747,0.15504132231404957
2015-02-04,GIBPE,GIBPE-7,1,322,0,66,1282,1749,0.15407456285054438
2015-02-04,GIBPE,GIBPE-8,1,322,0,96,1306,1792,0.15687540348612009
2015-02-04,GIBPE,GIBPE-9,1,322,0,96,1280,1752,0.15567282321899736
2015-02-04,GIBPE,GIBPE-10,1,322,0,66,1244,1707,0.1568959674686547
2015-02-04,GIBPE,GIBPE-11,1,322,0,96,1346,1837,0.15425699026076028
2015-02-04,GIBPE,GIBPE-12,1,322,0,96,1314,1796,0.15498392282958198
2015-02-04,GIBPE,GIBPE-13,1,322,0,96,1301,1780,0.15546900357026938
2015-02-04,GIBPE,GIBPE-14,1,322,0,96,1203,1669,0.16225626740947074
2015-02-04,GIBPE,GIBPE-15,1,322,0,96,1275,1735,0.15282392026578073
2015-02-04,GIBPE,GIBPE-16,1,322,0,96,1295,1756,0.15109800065552279
2015-02-04,GIBPE,GIBPE-17,1,322,0,96,1236,1715,0.16231785835310064
2015-02-04,GIBPE,GIBPE-18,1,322,0,96,1182,1641,0.16259298618490967
2015-02-04,GIBPE,GIBPE-19,1,322,0,96,1237,1701,0.15793056501021102
2015-02-04,GIBPE,GIBPE-20,1,322,0,96,1271,1728,0.1523841280426809
2015-02-04,GIBPE,GIBPE-21,1,322,0,96,1311,1790,0.15446630119316349
2015-02-04,GIBPE,GIBPE-22,1,322,0,66,1181,1635,0.1612215909090909
2015-02-04,GIBPE,GIBPE-23,1,322,0,96,1193,1630,0.15479985830676585
2015-02-04,GIBPE,GIBPE-24,1,322,0,96,1222,1670,0.15491009681881052
2015-02-04,GIBPE,GIBPE-25,1,322,0,96,1222,1670,0.15491009681881052
2015-02-04,GIBPE,GIBPE-26,1,322,0,96,1346,1837,0.15425699026076028
2015-02-04,GIBPE,GIBPE-27,1,322,0,96,1189,1648,0.1617906238984843
2015-02-04,GIBPE,GIBPE-28,1,322,0,96,1244,1711,0.1580372250423012
2015-02-04,GIBPE,GIBPE-29,1,322,0,96,1244,1711,0.1580372250423012
2015-02-04,GIBPE,GIBPE-30,1,322,0,96,1275,1733,0.15226063829787234
2015-02-04,GIBPE,GIBPE-31,1,322,0,96,1321,1805,0.1548304542546385
2015-02-04,GIBPE,GIBPE-32,1,322,0,96,1219,1663,0.15405968077723803
2015-02-04,GIBPE,GIBPE-33,1,322,0,96,1215,1660,0.15478260869565216
2015-02-04,GIBPE,GIBPE-34,1,322,0,96,1215,1660,0.15478260869565216
2015-02-04,GIBPE,GIBPE-35,1,322,0,96,1290,1763,0.15492957746478872
2015-02-04,GIBPE,GIBPE-36,1,322,0,96,1318,1817,0.15917065390749602
2015-02-04,GIBPE,GIBPE-37,1,322,0,66,1336,1835,0.1573636076947335
2015-02-04,GIBPE,GIBPE-38,1,322,0,66,1336,1835,0.1573636076947335
2015-02-04,GIBPE,GIBPE-39,1,322,0,96,1262,1726,0.15528781793842034
2015-02-04,GIBPE,GIBPE-40,1,322,0,96,1307,1771,0.1507472384665367
2015-02-04,GIBPE,GIBPE-41,1,322,0,96,1527,2022,0.13947590870667795
2015-02-04,GIBPE,GIBPE-42,1,322,0,96,1527,2022,0.13947590870667795
2015-02-04,GIBPE,GIBPE-43,1,322,0,96,1425,1945,0.1543026706231454
2015-02-04,GIBPE,GIBPE-44,1,322,0,96,1226,1703,0.16285421645612838
2015-02-04,GIBPE,GIBPE-45,1,322,0,96,1534,2035,0.14037545530961054
2015-02-04,GIBPE,GIBPE-46,1,322,0,96,1534,2035,0.14037545530961054
2015-02-04,GIBPE,GIBPE-47,1,322,0,96,1329,1814,0.15431116767419661
2015-02-04,GIBPE,GIBPE-48,1,322,0,96,1256,1703,0.15106454883406556
2015-02-04,GIBPE,GIBPE-49,1,322,0,96,1306,1793,0.15714746692481446
2015-02-04,GIBPE,GIBPE-50,1,322,0,96,1364,1862,0.15437073775573465
2015-02-04,GIBPE,GIBPE-51,1,322,0,66,1342,1816,0.15009499683343888
2015-02-04,GIBPE,GIBPE-52,1,322,0,96,1267,1740,0.15729963418689724
2015-02-04,NORT,NORT-1,1,322,0,96,2171,2769,0.12105263157894737
2015-02-04,NORT,NORT-2,1,322,0,96,2120,2743,0.1281102200287888
2015-02-04,NORT,NORT-3,1,322,0,96,2006,2657,0.13960969333047393
2015-02-04,NORT,NORT-4,1,322,0,66,1912,2535,0.14009444569372612
2015-02-04,NORT,NORT-5,1,322,0,96,1994,2604,0.13266637668551545
2015-02-04,NORT,NORT-6,1,322,0,96,2060,2675,0.12988384371700107
2015-02-04,NORT,NORT-7,1,322,0,96,2005,2621,0.13316039775183744
2015-02-04,NORT,NORT-8,1,322,0,96,2137,2789,0.13235891189606172
2015-02-04,NORT,NORT-9,1,322,0,96,2153,2782,0.12745694022289766
2015-02-04,NORT,NORT-10,1,322,0,96,2044,2645,0.12817231819151204
2015-02-04,NORT,NORT-11,1,322,0,96,2051,2638,0.12518660695244188
2015-02-04,NORT,NORT-12,1,322,0,96,1943,2534,0.1320080410989502
2015-02-04,NORT,NORT-13,1,322,0,96,2060,2675,0.12988384371700107
2015-02-04,NORT,NORT-14,1,322,0,96,2078,2681,0.12670729144778314
2015-02-04,NORT,NORT-15,1,322,0,96,2137,2750,0.12543482709228565
2015-02-04,NORT,NORT-16,1,322,0,96,2212,2840,0.12430720506730007
2015-02-04,NORT,NORT-17,1,322,0,96,2081,2682,0.12618097837497375
